p,	r,	result
30881,	1,	Regular
30893,	1,	Regular
30911,	1,	Regular
30931,	1,	Regular
30937,	1,	Regular
30941,	1,	Regular
30949,	1,	Regular
30971,	1,	Regular
30977,	1,	Regular
30983,	1,	Regular
31013,	1,	Regular
31019,	1,	Regular
31033,	1,	Regular
31039,	1,	Regular
31051,	1,	Regular
31063,	1,	Regular
31069,	1,	Regular
31079,	1,	Regular
31081,	1,	Regular
31091,	1,	Regular
31121,	1,	Regular
31123,	1,	Regular
31139,	1,	Regular
31147,	1,	Regular
31151,	1,	Regular
31153,	1,	Regular
31159,	1,	Regular
31177,	1,	Regular
31181,	1,	Regular
31183,	1,	Regular
31189,	1,	Regular
31193,	1,	Regular
31219,	1,	Regular
31223,	1,	Regular
31231,	1,	Regular
31237,	1,	Regular
31247,	1,	Regular
31249,	1,	Regular
31253,	1,	Regular
31259,	1,	Regular
31267,	1,	Regular
31271,	1,	Regular
31277,	1,	Regular
31307,	1,	Regular
31319,	1,	Regular
31321,	1,	Regular
31327,	1,	Regular
31333,	1,	Regular
31337,	1,	Regular
31357,	1,	Regular
31379,	1,	Regular
31387,	1,	Regular
31391,	1,	Regular
31393,	1,	Regular
31397,	1,	Regular
31469,	1,	Regular
31477,	1,	Regular
31481,	1,	Regular
31489,	1,	Regular
31511,	1,	Regular
31513,	1,	Regular
31517,	1,	Regular
31531,	1,	Regular
31541,	1,	Regular
31543,	1,	Regular
31547,	1,	Regular
31567,	1,	Regular
31573,	1,	Regular
31583,	1,	Regular
31601,	1,	Regular
31607,	1,	Regular
31627,	1,	Regular
31643,	1,	Regular
31649,	1,	Regular
31657,	1,	Regular
31663,	1,	Regular
31667,	1,	Regular
31687,	1,	Regular
31699,	1,	Regular
31721,	1,	Regular
31723,	1,	Regular
31727,	1,	Regular
31729,	1,	Regular
31741,	1,	Regular
31751,	1,	Regular
31769,	1,	Regular
31771,	1,	Regular
31793,	1,	Regular
31799,	1,	Regular
31817,	1,	Regular
31847,	1,	Regular
31849,	1,	Regular
31859,	1,	Regular
31873,	1,	Regular
31883,	1,	Regular
31891,	1,	Regular
31907,	1,	Regular
31957,	1,	Regular
31963,	1,	Regular
31973,	1,	Regular
31981,	1,	Regular
31991,	1,	Regular
32003,	1,	Regular
32009,	1,	Regular
32027,	1,	Regular
32029,	1,	Regular
32051,	1,	Regular
32057,	1,	Regular
32059,	1,	Regular
32063,	1,	Regular
32069,	1,	Regular
32077,	1,	Regular
32083,	1,	Regular
32089,	1,	Regular
32099,	1,	Regular
32117,	1,	Regular
32119,	1,	Regular
32141,	1,	Regular
32143,	1,	Regular
32159,	1,	Regular
32173,	1,	Regular
32183,	1,	Regular
32189,	1,	Regular
32191,	1,	Regular
32203,	1,	Regular
32213,	1,	Regular
32233,	1,	Regular
32237,	1,	Regular
32251,	1,	Regular
32257,	1,	Regular
32261,	1,	Regular
32297,	1,	Regular
32299,	1,	Regular
32303,	1,	Regular
32309,	1,	Regular
32321,	1,	Regular
32323,	1,	Regular
32327,	1,	Regular
32341,	1,	Regular
32353,	1,	Regular
32359,	1,	Regular
32363,	1,	Regular
32369,	1,	Regular
32371,	1,	Regular
32377,	1,	Regular
32381,	1,	Regular
32401,	1,	Regular
32411,	1,	Regular
32413,	1,	Regular
32423,	1,	Regular
32429,	1,	Regular
32441,	1,	Regular
32443,	1,	Regular
32467,	1,	Regular
32479,	1,	Regular
32491,	1,	Regular
32497,	1,	Regular
32503,	1,	Regular
32507,	1,	Regular
32531,	1,	Regular
32533,	1,	Regular
32537,	1,	Regular
32561,	1,	Regular
32563,	1,	Regular
32569,	1,	Regular
32573,	1,	Regular
32579,	1,	Regular
32587,	1,	Regular
32603,	1,	Regular
32609,	1,	Regular
32611,	1,	Regular
32621,	1,	Regular
32633,	1,	Regular
32647,	1,	Regular
32653,	1,	Regular
32687,	1,	Regular
32693,	1,	Regular
32707,	1,	Regular
32713,	1,	Regular
32717,	1,	Regular
32719,	1,	Regular
32749,	1,	Regular
32771,	1,	Regular
32779,	1,	Regular
32783,	1,	Regular
32789,	1,	Regular
32797,	1,	Regular
32801,	1,	Regular
32803,	1,	Regular
32831,	1,	Regular
32833,	1,	Regular
32839,	1,	Regular
32843,	1,	Regular
32869,	1,	Regular
32887,	1,	Regular
32909,	1,	Regular
32911,	1,	Regular
32917,	1,	Regular
32933,	1,	Regular
32939,	1,	Regular
32941,	1,	Regular
32957,	1,	Regular
32969,	1,	Regular
32971,	1,	Regular
32983,	1,	Regular
32987,	1,	Regular
32993,	1,	Regular
32999,	1,	Regular
33013,	1,	Regular
33023,	1,	Regular
33029,	1,	Regular
33037,	1,	Regular
33049,	1,	Regular
33053,	1,	Regular
33071,	1,	Regular
33073,	1,	Regular
33083,	1,	Regular
33091,	1,	Regular
33107,	1,	Regular
33113,	1,	Regular
33119,	1,	Regular
33149,	1,	Regular
33151,	1,	Regular
33161,	1,	Regular
33179,	1,	Regular
33181,	1,	Regular
33191,	1,	Regular
33199,	1,	Regular
33203,	1,	Regular
33211,	1,	Regular
33223,	1,	Regular
33247,	1,	Regular
33287,	1,	Regular
33289,	1,	Regular
33301,	1,	Regular
33311,	1,	Regular
33317,	1,	Regular
33329,	1,	Regular
33331,	1,	Regular
33343,	1,	Regular
33347,	1,	Regular
33349,	1,	Regular
33353,	1,	Regular
33359,	1,	Regular
33377,	1,	Regular
33391,	1,	Regular
33403,	1,	Regular
33409,	1,	Regular
33413,	1,	Regular
33427,	1,	Regular
33457,	1,	Regular
33461,	1,	Regular
33469,	1,	Regular
33479,	1,	Regular
33487,	1,	Regular
33493,	1,	Regular
33503,	1,	Regular
33521,	1,	Regular
33529,	1,	Regular
33533,	1,	Regular
33547,	1,	Regular
33563,	1,	Regular
33569,	1,	Regular
33577,	1,	Regular
33581,	1,	Regular
33587,	1,	Regular
33589,	1,	Regular
33599,	1,	Regular
33601,	1,	Regular
33613,	1,	Regular
33617,	1,	Regular
33619,	1,	Regular
33623,	1,	Regular
33629,	1,	Regular
33637,	1,	Regular
33641,	1,	Regular
33647,	1,	Regular
33679,	1,	Regular
33703,	1,	Regular
33713,	1,	Regular
33721,	1,	Regular
33739,	1,	Regular
33749,	1,	Regular
33751,	1,	Regular
33757,	1,	Regular
33767,	1,	Regular
33769,	1,	Regular
33773,	1,	Regular
33791,	1,	Regular
33797,	1,	Regular
33809,	1,	Regular
33811,	1,	Regular
33827,	1,	Regular
33829,	1,	Regular
33851,	1,	Regular
33857,	1,	Regular
33863,	1,	Regular
33871,	1,	Regular
33889,	1,	Regular
33893,	1,	Regular
33911,	1,	Regular
33923,	1,	Regular
33931,	1,	Regular
33937,	1,	Regular
33941,	1,	Regular
33961,	1,	Regular
33967,	1,	Regular
33997,	1,	Regular
34019,	1,	Regular
34031,	1,	Regular
34033,	1,	Regular
34039,	1,	Regular
34057,	1,	Regular
34061,	1,	Regular
34123,	1,	Regular
34127,	1,	Regular
34129,	1,	Regular
34141,	1,	Regular
34147,	1,	Regular
34157,	1,	Regular
34159,	1,	Regular
34171,	1,	Regular
34183,	1,	Regular
34211,	1,	Regular
34213,	1,	Regular
34217,	1,	Regular
34231,	1,	Regular
34253,	1,	Regular
34259,	1,	Regular
34261,	1,	Regular
34267,	1,	Regular
34273,	1,	Regular
34283,	1,	Regular
34297,	1,	Regular
34301,	1,	Regular
34303,	1,	Regular
34313,	1,	Regular
34319,	1,	Regular
34327,	1,	Regular
34337,	1,	Regular
34351,	1,	Regular
34361,	1,	Regular
34367,	1,	Regular
34369,	1,	Regular
34381,	1,	Regular
34403,	1,	Regular
34421,	1,	Regular
34429,	1,	Regular
34439,	1,	Regular
34457,	1,	Regular
34469,	1,	Regular
34471,	1,	Regular
34483,	1,	Regular
34487,	1,	Regular
34499,	1,	Regular
34501,	1,	Regular
34511,	1,	Regular
34513,	1,	Regular
34519,	1,	Regular
34537,	1,	Regular
34543,	1,	Regular
34549,	1,	Regular
34583,	1,	Regular
34589,	1,	Regular
34591,	1,	Regular
34603,	1,	Regular
34607,	1,	Regular
34613,	1,	Regular
34631,	1,	Regular
34649,	1,	Regular
34651,	1,	Regular
34667,	1,	Regular
34673,	1,	Regular
34679,	1,	Regular
34687,	1,	Regular
34693,	1,	Regular
34703,	1,	Regular
34721,	1,	Regular
34729,	1,	Regular
34739,	1,	Regular
34747,	1,	Regular
34757,	1,	Regular
34759,	1,	Regular
34763,	1,	Regular
34781,	1,	Regular
34807,	1,	Regular
34819,	1,	Regular
34841,	1,	Regular
34843,	1,	Regular
34847,	1,	Regular
34849,	1,	Regular
34871,	1,	Regular
34877,	1,	Regular
34883,	1,	Regular
34897,	1,	Regular
34913,	1,	Regular
34919,	1,	Regular
34939,	1,	Regular
34949,	1,	Regular
34961,	1,	Regular
34963,	1,	Regular
34981,	1,	Regular
35023,	1,	Regular
35027,	1,	Regular
35051,	1,	Regular
35053,	1,	Regular
35059,	1,	Regular
35069,	1,	Regular
35081,	1,	Regular
35083,	1,	Regular
35089,	1,	Regular
35099,	1,	Regular
35107,	1,	Regular
35111,	1,	Regular
35117,	1,	Regular
35129,	1,	Regular
35141,	1,	Regular
35149,	1,	Regular
35153,	1,	Regular
35159,	1,	Regular
35171,	1,	Regular
35201,	1,	Regular
35221,	1,	Regular
35227,	1,	Regular
35251,	1,	Regular
35257,	1,	Regular
35267,	1,	Regular
35279,	1,	Regular
35281,	1,	Regular
35291,	1,	Regular
35311,	1,	Regular
35317,	1,	Regular
35323,	1,	Regular
35327,	1,	Regular
35339,	1,	Regular
35353,	1,	Regular
35363,	1,	Regular
35381,	1,	Regular
35393,	1,	Regular
35401,	1,	Regular
35407,	1,	Regular
35419,	1,	Regular
35423,	1,	Regular
35437,	1,	Regular
35447,	1,	Regular
35449,	1,	Regular
35461,	1,	Regular
35491,	1,	Regular
35507,	1,	Regular
35509,	1,	Regular
35521,	1,	Regular
35527,	1,	Regular
35531,	1,	Regular
35533,	1,	Regular
35537,	1,	Regular
35543,	1,	Regular
35569,	1,	Regular
35573,	1,	Regular
35591,	1,	Regular
35593,	1,	Regular
35597,	1,	Regular
35603,	1,	Regular
35617,	1,	Regular
35671,	1,	Regular
35677,	1,	Regular
35729,	1,	Regular
35731,	1,	Regular
35747,	1,	Regular
35753,	1,	Regular
35759,	1,	Regular
35771,	1,	Regular
35797,	1,	Regular
35801,	1,	Regular
35803,	1,	Regular
35809,	1,	Regular
35831,	1,	Regular
35837,	1,	Regular
35839,	1,	Regular
35851,	1,	Regular
35863,	1,	Regular
35869,	1,	Regular
35879,	1,	Regular
35897,	1,	Regular
35899,	1,	Regular
35911,	1,	Regular
35923,	1,	Regular
35933,	1,	Regular
35951,	1,	Regular
35963,	1,	Regular
35969,	1,	Regular
35977,	1,	Regular
35983,	1,	Regular
35993,	1,	Regular
35999,	1,	Regular
36007,	1,	Regular
36011,	1,	Regular
36013,	1,	Regular
36017,	1,	Regular
36037,	1,	Regular
36061,	1,	Regular
36067,	1,	Regular
36073,	1,	Regular
36083,	1,	Regular
36097,	1,	Regular
36107,	1,	Regular
36109,	1,	Regular
36131,	1,	Regular
36137,	1,	Regular
36151,	1,	Regular
36161,	1,	Regular
36187,	1,	Regular
36191,	1,	Regular
36209,	1,	Regular
36217,	1,	Regular
36229,	1,	Regular
36241,	1,	Regular
36251,	1,	Regular
36263,	1,	Regular
36269,	1,	Regular
36277,	1,	Regular
36293,	1,	Regular
36299,	1,	Regular
36307,	1,	Regular
36313,	1,	Regular
36319,	1,	Regular
36341,	1,	Regular
36343,	1,	Regular
36353,	1,	Regular
36373,	1,	Regular
36383,	1,	Regular
36389,	1,	Regular
36433,	1,	Regular
36451,	1,	Regular
36457,	1,	Regular
36467,	1,	Regular
36469,	1,	Regular
36473,	1,	Regular
36479,	1,	Regular
36493,	1,	Regular
36497,	1,	Regular
36523,	1,	Regular
36527,	1,	Regular
36529,	1,	Regular
36541,	1,	Regular
36551,	1,	Regular
36559,	1,	Regular
36563,	1,	Regular
36571,	1,	Regular
36583,	1,	Regular
36587,	1,	Regular
36599,	1,	Regular
36607,	1,	Regular
36629,	1,	Regular
36637,	1,	Regular
36643,	1,	Regular
36653,	1,	Regular
36671,	1,	Regular
36677,	1,	Regular
36683,	1,	Regular
36691,	1,	Regular
36697,	1,	Regular
36709,	1,	Regular
36713,	1,	Regular
36721,	1,	Regular
36739,	1,	Regular
36749,	1,	Regular
36761,	1,	Regular
36767,	1,	Regular
36779,	1,	Regular
36781,	1,	Regular
36787,	1,	Regular
36791,	1,	Regular
36793,	1,	Regular
36809,	1,	Regular
36821,	1,	Regular
36833,	1,	Regular
36847,	1,	Regular
36857,	1,	Regular
36871,	1,	Regular
36877,	1,	Regular
36887,	1,	Regular
36899,	1,	Regular
36901,	1,	Regular
36913,	1,	Regular
36919,	1,	Regular
36923,	1,	Regular
36929,	1,	Regular
36931,	1,	Regular
36943,	1,	Regular
36947,	1,	Regular
36973,	1,	Regular
36979,	1,	Regular
36997,	1,	Regular
37003,	1,	Regular
37013,	1,	Regular
37019,	1,	Regular
37021,	1,	Regular
37039,	1,	Regular
37049,	1,	Regular
37057,	1,	Regular
37061,	1,	Regular
37087,	1,	Regular
37097,	1,	Regular
37117,	1,	Regular
37123,	1,	Regular
37139,	1,	Regular
37159,	1,	Regular
37171,	1,	Regular
37181,	1,	Regular
37189,	1,	Regular
37199,	1,	Regular
37201,	1,	Regular
37217,	1,	Regular
37223,	1,	Regular
37243,	1,	Regular
37253,	1,	Regular
37273,	1,	Regular
37277,	1,	Regular
37307,	1,	Regular
37309,	1,	Regular
37313,	1,	Regular
37321,	1,	Regular
37337,	1,	Regular
37339,	1,	Regular
37357,	1,	Regular
37361,	1,	Regular
37363,	1,	Regular
37369,	1,	Regular
37379,	1,	Regular
37397,	1,	Regular
37409,	1,	Regular
37423,	1,	Regular
37441,	1,	Regular
37447,	1,	Regular
37463,	1,	Regular
37483,	1,	Regular
37489,	1,	Regular
37493,	1,	Regular
37501,	1,	Regular
37507,	1,	Regular
37511,	1,	Regular
37517,	1,	Regular
37529,	1,	Regular
37537,	1,	Regular
37547,	1,	Regular
37549,	1,	Regular
37561,	1,	Regular
37567,	1,	Regular
37571,	1,	Regular
37573,	1,	Regular
37579,	1,	Regular
37589,	1,	Regular
37591,	1,	Regular
37607,	1,	Regular
37619,	1,	Regular
37633,	1,	Regular
37643,	1,	Regular
37649,	1,	Regular
37657,	1,	Regular
37663,	1,	Regular
37691,	1,	Regular
37693,	1,	Regular
37699,	1,	Regular
37717,	1,	Regular
37747,	1,	Regular
37781,	1,	Regular
37783,	1,	Regular
37799,	1,	Regular
37811,	1,	Regular
37813,	1,	Regular
37831,	1,	Regular
37847,	1,	Regular
37853,	1,	Regular
37861,	1,	Regular
37871,	1,	Regular
37879,	1,	Regular
37889,	1,	Regular
37897,	1,	Regular
37907,	1,	Regular
37951,	1,	Regular
37957,	1,	Regular
37963,	1,	Regular
37967,	1,	Regular
37987,	1,	Regular
37991,	1,	Regular
37993,	1,	Regular
37997,	1,	Regular
38011,	1,	Regular
38039,	1,	Regular
38047,	1,	Regular
38053,	1,	Regular
38069,	1,	Regular
38083,	1,	Regular
38113,	1,	Regular
38119,	1,	Regular
38149,	1,	Regular
38153,	1,	Regular
38167,	1,	Regular
38177,	1,	Regular
38183,	1,	Regular
38189,	1,	Regular
38197,	1,	Regular
38201,	1,	Regular
38219,	1,	Regular
38231,	1,	Regular
38237,	1,	Regular
38239,	1,	Regular
38261,	1,	Regular
38273,	1,	Regular
38281,	1,	Regular
38287,	1,	Regular
38299,	1,	Regular
38303,	1,	Regular
38317,	1,	Regular
38321,	1,	Regular
38327,	1,	Regular
38329,	1,	Regular
38333,	1,	Regular
38351,	1,	Regular
38371,	1,	Regular
38377,	1,	Regular
38393,	1,	Regular
38431,	1,	Regular
38447,	1,	Regular
38449,	1,	Regular
38453,	1,	Regular
38459,	1,	Regular
38461,	1,	Regular
38501,	1,	Regular
38543,	1,	Regular
38557,	1,	Regular
38561,	1,	Regular
38567,	1,	Regular
38569,	1,	Regular
38593,	1,	Regular
38603,	1,	Regular
38609,	1,	Regular
38611,	1,	Regular
38629,	1,	Regular
38639,	1,	Regular
38651,	1,	Regular
38653,	1,	Regular
38669,	1,	Regular
38671,	1,	Regular
38677,	1,	Regular
38693,	1,	Regular
38699,	1,	Regular
38707,	1,	Regular
38711,	1,	Regular
38713,	1,	Regular
38723,	1,	Regular
38729,	1,	Regular
38737,	1,	Regular
38747,	1,	Regular
38749,	1,	Regular
38767,	1,	Regular
38783,	1,	Regular
38791,	1,	Regular
38803,	1,	Regular
38821,	1,	Regular
38833,	1,	Regular
38839,	1,	Regular
38851,	1,	Regular
38861,	1,	Regular
38867,	1,	Regular
38873,	1,	Regular
38891,	1,	Regular
38903,	1,	Regular
38917,	1,	Regular
38921,	1,	Regular
38923,	1,	Regular
38933,	1,	Regular
38953,	1,	Regular
38959,	1,	Regular
38971,	1,	Regular
38977,	1,	Regular
38993,	1,	Regular
39019,	1,	Regular
39023,	1,	Regular
39041,	1,	Regular
39043,	1,	Regular
39047,	1,	Regular
39079,	1,	Regular
39089,	1,	Regular
39097,	1,	Regular
39103,	1,	Regular
39107,	1,	Regular
39113,	1,	Regular
39119,	1,	Regular
39133,	1,	Regular
39139,	1,	Regular
39157,	1,	Regular
39161,	1,	Regular
39163,	1,	Regular
39181,	1,	Regular
39191,	1,	Regular
39199,	1,	Regular
39209,	1,	Regular
39217,	1,	Regular
39227,	1,	Regular
39229,	1,	Regular
39233,	1,	Regular
39239,	1,	Regular
39241,	1,	Regular
39251,	1,	Regular
39293,	1,	Regular
39301,	1,	Regular
39313,	1,	Regular
39317,	1,	Regular
39323,	1,	Regular
39341,	1,	Regular
39343,	1,	Regular
39359,	1,	Regular
39367,	1,	Regular
39371,	1,	Regular
39373,	1,	Regular
39383,	1,	Regular
39397,	1,	Regular
39409,	1,	Regular
39419,	1,	Regular
39439,	1,	Regular
39443,	1,	Regular
39451,	1,	Regular
39461,	1,	Regular
39499,	1,	Regular
39503,	1,	Regular
39509,	1,	Regular
39511,	1,	Regular
39521,	1,	Regular
39541,	1,	Regular
39551,	1,	Regular
39563,	1,	Regular
39569,	1,	Regular
39581,	1,	Regular
39607,	1,	Regular
39619,	1,	Regular
39623,	1,	Regular
39631,	1,	Regular
39659,	1,	Regular
39667,	1,	Regular
39671,	1,	Regular
39679,	1,	Regular
39703,	1,	Regular
39709,	1,	Regular
39719,	1,	Regular
39727,	1,	Regular
39733,	1,	Regular
39749,	1,	Regular
39761,	1,	Regular
39769,	1,	Regular
39779,	1,	Regular
39791,	1,	Regular
39799,	1,	Regular
39821,	1,	Regular
39827,	1,	Regular
39829,	1,	Regular
39839,	1,	Regular
39841,	1,	Regular
39847,	1,	Regular
39857,	1,	Regular
39863,	1,	Regular
39869,	1,	Regular
39877,	1,	Regular
39883,	1,	Regular
39887,	1,	Regular
39901,	1,	Regular
39929,	1,	Regular
39937,	1,	Regular
39953,	1,	Regular
39971,	1,	Regular
39979,	1,	Regular
39983,	1,	Regular
39989,	1,	Regular
40009,	1,	Regular
40013,	1,	Regular
40031,	1,	Regular
40037,	1,	Regular
40039,	1,	Regular
40063,	1,	Regular
40087,	1,	Regular
40093,	1,	Regular
40099,	1,	Regular
40111,	1,	Regular
40123,	1,	Regular
40127,	1,	Regular
40129,	1,	Regular
40151,	1,	Regular
40153,	1,	Regular
40163,	1,	Regular
40169,	1,	Regular
40177,	1,	Regular
40189,	1,	Regular
40193,	1,	Regular
40213,	1,	Regular
40231,	1,	Regular
40237,	1,	Regular
40241,	1,	Regular
40253,	1,	Regular
40277,	1,	Regular
40283,	1,	Regular
40289,	1,	Regular
40343,	1,	Regular
40351,	1,	Regular
40357,	1,	Regular
40361,	1,	Regular
40387,	1,	Regular
40423,	1,	Regular
40427,	1,	Regular
40429,	1,	Regular
40433,	1,	Regular
40459,	1,	Regular
40471,	1,	Regular
40483,	1,	Regular
40487,	1,	Regular
40493,	1,	Regular
40499,	1,	Regular
40507,	1,	Regular
40519,	1,	Regular
40529,	1,	Regular
40531,	1,	Regular
40543,	1,	Regular
40559,	1,	Regular
40577,	1,	Regular
40583,	1,	Regular
40591,	1,	Regular
40597,	1,	Regular
40609,	1,	Regular
40627,	1,	Regular
40637,	1,	Regular
40639,	1,	Regular
40693,	1,	Regular
40697,	1,	Regular
40699,	1,	Regular
40709,	1,	Regular
40739,	1,	Regular
40751,	1,	Regular
40759,	1,	Regular
40763,	1,	Regular
40771,	1,	Regular
40787,	1,	Regular
40801,	1,	Regular
40813,	1,	Regular
40819,	1,	Regular
40823,	1,	Regular
40829,	1,	Regular
40841,	1,	Regular
40847,	1,	Regular
40849,	1,	Regular
40853,	1,	Regular
40867,	1,	Regular
40879,	1,	Regular
40883,	1,	Regular
40897,	1,	Regular
40903,	1,	Regular
40927,	1,	Regular
40933,	1,	Regular
40939,	1,	Regular
40949,	1,	Regular
40961,	1,	Regular
40973,	1,	Regular
40993,	1,	Regular
41011,	1,	Regular
41017,	1,	Regular
41023,	1,	Regular
41039,	1,	Regular
41047,	1,	Regular
41051,	1,	Regular
41057,	1,	Regular
41077,	1,	Regular
41081,	1,	Regular
41113,	1,	Regular
41117,	1,	Regular
41131,	1,	Regular
41141,	1,	Regular
41143,	1,	Regular
41149,	1,	Regular
41161,	1,	Regular
41177,	1,	Regular
41179,	1,	Regular
41183,	1,	Regular
41189,	1,	Regular
41201,	1,	Regular
41203,	1,	Regular
41213,	1,	Regular
41221,	1,	Regular
41227,	1,	Regular
41231,	1,	Regular
41233,	1,	Regular
41243,	1,	Regular
41257,	1,	Regular
41263,	1,	Regular
41269,	1,	Regular
41281,	1,	Regular
41299,	1,	Regular
41333,	1,	Regular
41341,	1,	Regular
41351,	1,	Regular
41357,	1,	Regular
41381,	1,	Regular
41387,	1,	Regular
41389,	1,	Regular
41399,	1,	Regular
41411,	1,	Regular
41413,	1,	Regular
41443,	1,	Regular
41453,	1,	Regular
41467,	1,	Regular
41479,	1,	Regular
41491,	1,	Regular
41507,	1,	Regular
41513,	1,	Regular
41519,	1,	Regular
41521,	1,	Regular
41539,	1,	Regular
41543,	1,	Regular
41549,	1,	Regular
41579,	1,	Regular
41593,	1,	Regular
41597,	1,	Regular
41603,	1,	Regular
41609,	1,	Regular
41611,	1,	Regular
41617,	1,	Regular
41621,	1,	Regular
41627,	1,	Regular
41641,	1,	Regular
41647,	1,	Regular
41651,	1,	Regular
41659,	1,	Regular
41669,	1,	Regular
41681,	1,	Regular
41687,	1,	Regular
41719,	1,	Regular
41729,	1,	Regular
41737,	1,	Regular
41759,	1,	Regular
41761,	1,	Regular
41771,	1,	Regular
41777,	1,	Regular
41801,	1,	Regular
41809,	1,	Regular
41813,	1,	Regular
41843,	1,	Regular
41849,	1,	Regular
41851,	1,	Regular
41863,	1,	Regular
41879,	1,	Regular
41887,	1,	Regular
41893,	1,	Regular
41897,	1,	Regular
41903,	1,	Regular
41911,	1,	Regular
41927,	1,	Regular
41941,	1,	Regular
41947,	1,	Regular
41953,	1,	Regular
41957,	1,	Regular
41959,	1,	Regular
41969,	1,	Regular
41981,	1,	Regular
41983,	1,	Regular
41999,	1,	Regular
42013,	1,	Regular
42017,	1,	Regular
42019,	1,	Regular
42023,	1,	Regular
42043,	1,	Regular
42061,	1,	Regular
42071,	1,	Regular
42073,	1,	Regular
42083,	1,	Regular
42089,	1,	Regular
42101,	1,	Regular
42131,	1,	Regular
42139,	1,	Regular
42157,	1,	Regular
42169,	1,	Regular
42179,	1,	Regular
42181,	1,	Regular
42187,	1,	Regular
42193,	1,	Regular
42197,	1,	Regular
42209,	1,	Regular
42221,	1,	Regular
42223,	1,	Regular
42227,	1,	Regular
42239,	1,	Regular
42257,	1,	Regular
42281,	1,	Regular
42283,	1,	Regular
42293,	1,	Regular
42299,	1,	Regular
42307,	1,	Regular
42323,	1,	Regular
42331,	1,	Regular
42337,	1,	Regular
42349,	1,	Regular
42359,	1,	Regular
42373,	1,	Regular
42379,	1,	Regular
42391,	1,	Regular
42397,	1,	Regular
42403,	1,	Regular
42407,	1,	Regular
42409,	1,	Regular
42433,	1,	Regular
42437,	1,	Regular
42443,	1,	Regular
42451,	1,	Regular
42457,	1,	Regular
42461,	1,	Regular
42463,	1,	Regular
42467,	1,	Regular
42473,	1,	Regular
42487,	1,	Regular
42491,	1,	Regular
42499,	1,	Regular
42509,	1,	Regular
42533,	1,	Regular
42557,	1,	Regular
42569,	1,	Regular
42571,	1,	Regular
42577,	1,	Regular
42589,	1,	Regular
42611,	1,	Regular
42641,	1,	Regular
42643,	1,	Regular
42649,	1,	Regular
42667,	1,	Regular
42677,	1,	Regular
42683,	1,	Regular
42689,	1,	Regular
42697,	1,	Regular
42701,	1,	Regular
42703,	1,	Regular
42709,	1,	Regular
42719,	1,	Regular
42727,	1,	Regular
42737,	1,	Regular
42743,	1,	Regular
42751,	1,	Regular
42767,	1,	Regular
42773,	1,	Regular
42787,	1,	Regular
42793,	1,	Regular
42797,	1,	Regular
42821,	1,	Regular
42829,	1,	Regular
42839,	1,	Regular
42841,	1,	Regular
42853,	1,	Regular
42859,	1,	Regular
42863,	1,	Regular
42899,	1,	Regular
42901,	1,	Regular
42923,	1,	Regular
42929,	1,	Regular
42937,	1,	Regular
42943,	1,	Regular
42953,	1,	Regular
42961,	1,	Regular
42967,	1,	Regular
42979,	1,	Regular
42989,	1,	Regular
43003,	1,	Regular
43013,	1,	Regular
43019,	1,	Regular
43037,	1,	Regular
43049,	1,	Regular
43051,	1,	Regular
43063,	1,	Regular
43067,	1,	Regular
43093,	1,	Regular
43103,	1,	Regular
43117,	1,	Regular
43133,	1,	Regular
43151,	1,	Regular
43159,	1,	Regular
43177,	1,	Regular
43189,	1,	Regular
43201,	1,	Regular
43207,	1,	Regular
43223,	1,	Regular
43237,	1,	Regular
43261,	1,	Regular
43271,	1,	Regular
43283,	1,	Regular
43291,	1,	Regular
43313,	1,	Regular
43319,	1,	Regular
43321,	1,	Regular
43331,	1,	Regular
43391,	1,	Regular
43397,	1,	Regular
43399,	1,	Regular
43403,	1,	Regular
43411,	1,	Regular
43427,	1,	Regular
43441,	1,	Regular
43451,	1,	Regular
43457,	1,	Regular
43481,	1,	Regular
43487,	1,	Regular
43499,	1,	Regular
43517,	1,	Regular
43541,	1,	Regular
43543,	1,	Regular
43573,	1,	Regular
43577,	1,	Regular
43579,	1,	Regular
43591,	1,	Regular
43597,	1,	Regular
43607,	1,	Regular
43609,	1,	Regular
43613,	1,	Regular
43627,	1,	Regular
43633,	1,	Regular
43649,	1,	Regular
43651,	1,	Regular
43661,	1,	Regular
43669,	1,	Regular
43691,	1,	Regular
43711,	1,	Regular
43717,	1,	Regular
43721,	1,	Regular
43753,	1,	Regular
43759,	1,	Regular
43777,	1,	Regular
43781,	1,	Regular
43783,	1,	Regular
43787,	1,	Regular
43789,	1,	Regular
43793,	1,	Regular
43801,	1,	Regular
43853,	1,	Regular
43867,	1,	Regular
43889,	1,	Regular
43891,	1,	Regular
43913,	1,	Regular
43933,	1,	Regular
43943,	1,	Regular
43951,	1,	Regular
43961,	1,	Regular
43963,	1,	Regular
43969,	1,	Regular
43973,	1,	Regular
43987,	1,	Regular
43991,	1,	Regular
43997,	1,	Regular
44017,	1,	Regular
44021,	1,	Regular
44027,	1,	Regular
44029,	1,	Regular
44041,	1,	Regular
44053,	1,	Regular
44059,	1,	Regular
44071,	1,	Regular
44087,	1,	Regular
44089,	1,	Regular
44101,	1,	Regular
44111,	1,	Regular
44119,	1,	Regular
44123,	1,	Regular
44129,	1,	Regular
44131,	1,	Regular
44159,	1,	Regular
44171,	1,	Regular
44179,	1,	Regular
44189,	1,	Regular
44201,	1,	Regular
44203,	1,	Regular
44207,	1,	Regular
