p,	e,	result
71,	1,	x^86 + x^85 + x + 63	2^4 * 3^2 * 5 * 7 * 224633 * 152145468123307 * 1024819185160151 * 5418886121812908763 * 460235512295219646338525212207902681157 * 3668744586022302979036484746590962891087559577167757996902155353
71,	2,	Regular
73,	1,	x^86 + x^85 + 3*x + 44	2^4 * 3^2 * 37 * 173 * 4903 * 6967 * 15963430722147024920449 * 3379998854686243633615218257871308596724038634947 * 10365855782555514499348064112464908569443121576258719828497376789974942979309
73,	2,	Regular
79,	1,	Regular
79,	2,	Regular
83,	1,	Regular
83,	2,	Regular
89,	1,	x^86 + x^85 + 5*x + 58	2^4 * 3^2 * 5 * 11 * 173 * 47234039 * 1388401291608061 * 516069533104575850663 * 1264746131398212587203768847448834913 * 7573342771994130615522569017449106969771683171811814657814243611224093474194720211
89,	2,	Regular
97,	1,	Regular
97,	2,	Regular
101,	1,	Regular
101,	2,	Regular
103,	1,	Regular
103,	2,	Regular
107,	1,	Regular
107,	2,	Regular
109,	1,	Regular
109,	2,	Regular
113,	1,	x^86 + x^85 + 10*x + 23	2^5 * 3 * 7 * 19 * 173 * 1033 * 165235987687195303394389411 * 210063599503613717584349208941 * 4624569518610861250220778020868066507875303130417970249 * 1002190045847652173005393095475317635299757739926549619841
113,	2,	Regular
127,	1,	Regular
127,	2,	Regular
131,	1,	x^86 + x^85 + x + 37	2^3 * 3 * 5 * 11 * 13 * 947 * 67511 * 18761933 * 506432501 * 1112581738561 * 7315426747147 * 22502188417627532143 * 4428639244873819485397133199997 * 899243527902459833546484636572533109 * 16008347299839675487343486866803016526835611
131,	2,	Regular
137,	1,	x^86 + x^85 + 6*x + 113	2^4 * 3 * 17 * 23 * 173 * 240400043891107 * 235342910241088535054957 * 101169633164014749937458979987 * 130339028712711109573080150908786297890386869 * 2364527447788392236387718081705157709569075385406978312967135180751
137,	2,	Regular
139,	1,	Regular
139,	2,	Regular
149,	1,	x^86 + x^85 + 84	2^3 * 3 * 5^2 * 37 * 173 * 431 * 6451 * 1167245407 * 151837552060549493 * 47659469118495332507584606997 * 83269916593183230746016595358419 * 228783088072768966657935652021662807929 * 4559456524233851444320856136688726867221601169063
149,	2,	Regular
151,	1,	x^86 + x^85 + 6*x + 7	2^4 * 3 * 5^2 * 19 * 173 * 2237 * 22877 * 672521 * 227230216091 * 30261038616254889510520073 * 41512009003633709718259847959 * 67204054725490268448173625815093 * 9469923502570716690200501030766880078567934969071720658956747717889519
151,	2,	Regular
157,	1,	x^86 + x^85 + 63	2^3 * 3 * 13 * 79 * 173 * 5591 * 835663 * 86835282139 * 2208954196263097 * 8917178846836706814609175801 * 224165448767166319459031923997548373712003517309 * 92117590758121432696113752546499673127113969776449130596399568476205337
157,	2,	Regular
163,	1,	x^86 + x^85 + 2*x + 128	2^3 * 3^4 * 41 * 173 * 58309 * 80434329309591094595797468922262737127547167905304041900295168997931656470139453006751 * 821394848582911951284928723134534070186021196058714034034875505865410262144035658384542674333
163,	2,	Regular
167,	1,	Regular
167,	2,	Regular
173,	1,	Regular
173,	2,	Regular
179,	1,	x^86 + x^85 + 2*x + 55	2^3 * 3^2 * 5 * 89 * 173 * 13417 * 355783 * 609397 * 2408431 * 25926544013 * 5771057434344001 * 8605036880013157 * 369487543307335151641460669 * 60113191357435072878300551262668209525541 * 50098482637777390337019402176473407866577650214607111027
179,	2,	Regular
181,	1,	Regular
181,	2,	Regular
191,	1,	x^86 + x^85 + 187	2^7 * 3 * 5 * 19 * 1979 * 5519538714644097832143693263994602098520609053 * 115818625571197592034031211634645997677055792367221 * 319659612562762810718955057719850280991071454693611085667821296535258540465660439024347037329
191,	2,	Regular
193,	1,	Regular
193,	2,	Regular
197,	1,	Regular
197,	2,	Regular
199,	1,	x^86 + 2*x^85 + 30	2^4 * 3^2 * 5^2 * 11 * 1397347867 * 1052375575457 * 113540064871733 * 21149614007298089 * 1491301695680372919764070370202407158168277086640759097219004178573 * 2410887768600393831077443032353849775800735654629867685326023604089086177897
199,	2,	Regular
211,	1,	x^86 + 2*x^85 + 162	2^3 * 3 * 5 * 7 * 53 * 173 * 431 * 1170203 * 96003625093 * 28099748334631 * 19637781232736193827129 * 763046608255278714437401225387609 * 2794362851955299512817541282921362574017693 * 176211835011986260902042838458213160243108759098967943517156053
211,	2,	Regular
223,	1,	x^86 + x^85 + 142	2^6 * 3 * 7 * 37 * 93913 * 204251 * 1382107 * 760343856646637 * 1904111532385637 * 242874365718212229431253077747954777 * 9751273013489806892362031168853167160583711 * 1990857782790823811329250788337065894811642601544338467766084687244639117
223,	2,	Regular
227,	1,	x^86 + x^85 + 98	2^3 * 3 * 19 * 113 * 173 * 1291 * 1979 * 247337 * 12708823 * 7067749792445727549673 * 8591360579707243488199163747 * 27064086688861047761696187030895631 * 352883525542188005966993965126254776892937924190930423656122523351381759543559399179243282613
227,	2,	Regular
229,	1,	Regular
229,	2,	Regular
233,	1,	x^86 + x^85 + 114	2^4 * 3^2 * 13 * 29 * 173 * 1291 * 4903 * 453875025336739 * 2553924952170118566811 * 38415329958776430441539 * 615306506809152366540428930201 * 7683244165816634615672938094614087313487151 * 31274184900851053234918366228462624295321571231560943458039
233,	2,	Regular
239,	1,	Regular
239,	2,	Regular
241,	1,	x^86 + x^85 + 2*x + 69	2^5 * 3 * 5 * 11^2 * 3527 * 26317 * 2440079 * 1388976713 * 2153279017117 * 2401104126894773141 * 124190924845311979183 * 58895069872617576149720305589256168591529945528747240399 * 10328048210527422394725001449259462458262693221135896004523953745245319
241,	2,	Regular
251,	1,	Regular
251,	2,	Regular
257,	1,	True	2^9 * 3 * 43^2 * 173 * 956837603832734382044637287639995001949933066433658926237052083616831491969795198599952107853064759 * 3819760573151626132323138290517405682923980137571109295581986900957475492731051897926327650315173251
257,	2,	Regular
263,	1,	True	2^4 * 3 * 11 * 131 * 173 * 1033 * 3999001 * 63135869 * 150244794430249657 * 5393607418555372052132897085598826523617 * 116042295114918496545089867023777165577458255627752727 * 44526645292767619795851584398018381457427136775197089212581942491500603597
263,	2,	Regular
269,	1,	Regular
269,	2,	Regular
271,	1,	Regular
271,	2,	Regular
277,	1,	True	2^3 * 3 * 23 * 139 * 947 * 1549 * 1721 * 2599609 * 22417599791 * 734631799351 * 1947525546036393116815453 * 61341264459869225782226598942545183649599389821814604084053021872001 * 1141093523430355971588668464865884185482567225152757761482242042827966036481
277,	2,	Regular
281,	1,	Regular
281,	2,	Regular
283,	1,	Regular
283,	2,	Regular
293,	1,	Regular
293,	2,	Regular
307,	1,	Regular
307,	2,	Regular
311,	1,	Regular
311,	2,	Regular
313,	1,	True	2^4 * 3 * 13 * 157 * 173 * 10321 * 41969 * 49279 * 479881 * 1854763 * 8892060731 * 572388163349 * 15363127765469921 * 412430031213690565787 * 11473209676807223286539351608930155913467445455531481087057 * 347328564075258866299082096688294094441586897175240073505785123759
313,	2,	Regular
317,	1,	Regular
317,	2,	Regular
331,	1,	True	2^3 * 3 * 5 * 11 * 83 * 173 * 3527 * 13417 * 1729891 * 8700449 * 19009957 * 5849106004630283331427517499892401167 * 8360328172538087146885001752781474857075583 * 302119806096355598865414269636572681797847183 * 1337873046532658293945331846440414626228964301692291409681
331,	2,	Regular
337,	1,	Regular
337,	2,	Regular
347,	1,	True	2^3 * 3 * 29 * 173 * 947 * 109643443103 * 23342436466499 * 73327491983923 * 125951560230539541118855558614512363 * 9000208548029956926715214877241790636038469 * 162333792896036354342287941714836858364120121 * 74656696386260052065415973215486925027181621714249
347,	2,	Regular
349,	1,	True	2^3 * 3 * 5^2 * 7 * 29 * 419423 * 9783017 * 101301557725639 * 537746610993447817403678701 * 3148081209867250517286859700956726858835556533 * 2036603939596232048466478231497803894939303440004783713 * 2761010557921921422672151593210580307423609305884647074670483
349,	2,	Regular
353,	1,	Regular
353,	2,	Regular
359,	1,	Regular
359,	2,	Regular
367,	1,	Regular
367,	2,	Regular
373,	1,	True	2^3 * 3 * 11 * 17 * 31 * 1033 * 1291 * 1979 * 203292812174202454572497 * 3904450306414607015008837178076340081297422934257918620791241203280763330189471791 * 503953785927160098014371852610452157061534533701531196516026437806379081653859176181982050549893856029
373,	2,	Regular
379,	1,	Regular
379,	2,	Regular
383,	1,	True	2^8 * 3 * 173 * 191 * 431 * 264881 * 17593967 * 3794959616057 * 2559841451464815341 * 118149856863714497447 * 7846620395871816754254070604882064350785161491464406986421 * 3113335700251059135449892644997536449164287270742441769747074816544481683683757377344602969
383,	2,	Regular
389,	1,	True	2^3 * 3 * 5 * 13 * 97 * 173 * 5333 * 22447 * 17779211 * 398801867 * 547449445452492255863 * 12871366975849062524542902082478520083862287180576029700802325633 * 34750017551761706070523490010436718842167388153115486275423668487297708656660930224532492458101564252957907
389,	2,	Regular
397,	1,	Regular
397,	2,	Regular
401,	1,	Regular
401,	2,	Regular
409,	1,	True	2^4 * 3 * 5 * 17 * 41 * 947 * 6967 * 21673 * 2075035153211 * 60013898615089 * 18120338027139369961 * 152250936723091442269247448535485617734212111346476751 * 49367607578320050040231966539453970057358367403858615957911018582685129095461217107571619637326650397246073491
409,	2,	Regular
419,	1,	True	2^3 * 3 * 5 * 7 * 11 * 19 * 173^2 * 431 * 1033 * 972833 * 1145693 * 64093651 * 239923231 * 1040036099 * 4447647037 * 15692448467 * 2180712921207212803257311936639713 * 17423662114746663604509446956283032619 * 29289324923257419024299094089980312550622558572613593313925709668504890590772819283
419,	2,	Regular
421,	1,	True	2^3 * 3 * 5 * 7 * 211 * 55615030573 * 285818387913659 * 964125410696141 * 247622173554991390023613 * 9322707736510168599459861241 * 14126768291247437114310684479 * 1163919343843413590106600872808564785315509 * 47313526221028752312721422465428552781994135198134910670423
421,	2,	Regular
431,	1,	Regular
431,	2,	Regular
433,	1,	True	2^5 * 3^3 * 7 * 31 * 431 * 69317 * 823343533 * 51679256218662508901 * 2099986818763249033028236745618094853 * 110284276968264290796612687482553277181 * 94549657256587694272075964924444609232559275345364897 * 10480478716892715836768632861934825450076366822548247008401
433,	2,	Regular
439,	1,	Regular
439,	2,	Regular
443,	1,	Regular
443,	2,	Regular
449,	1,	True	2^7 * 3^2 * 5^2 * 7 * 431 * 4903 * 210333230425393335125587 * 1456859932159190291710934253041 * 1807169128519742754228550569679374540659917 * 6508388339349324020414013557740521630536914567 * 807156385043965007689063670137691018034550720137147720777804754521284225827
457,	1,	True	2^4 * 3 * 19 * 229 * 2237 * 31477 * 325689139 * 76194614555009887094563 * 2972653258064403636763704382883707391646667388374045671898353548952907601 * 5217131222540619647047030726308041092883423652933503626720784079964235211539871478253984208275656291113436878307
461,	1,	Regular
463,	1,	True	2^5 * 3 * 7 * 11 * 29 * 173 * 431 * 947 * 1040684358231864365976824887 * 147548444958659831783327709786617471 * 1305402483560336432381015011272118853 * 61781861624662216746958124147456620537498780753 * 92698526390663757584146201151037261278340717446502159254342813208718847
467,	1,	True	2^3 * 3^2 * 13 * 173 * 233 * 431 * 2664377869 * 61115739869 * 391899743941877 * 2038740024073569280423435457 * 2380765636993229905333950100064387 * 490561421451658425652066830408059841954109 * 14736719884157870618791722671173576071547939163141713450720661954306899200568305571
479,	1,	Regular
487,	1,	Regular
491,	1,	True	2^3 * 3 * 5 * 7^2 * 41 * 1033 * 4034089 * 6325454801 * 90142258457 * 6219754327520815009 * 770767537233611665718317323468539951 * 21366928221014774329946650594362718319201149319496977153 * 46189409937455545366977945732293349502377140369902230898609618322361659496949451218981
499,	1,	True	2^3 * 3 * 5^3 * 83 * 25018261 * 7574046233441 * 129873195882321660903539924268990010238095914113969 * 64206176881276881276304044441278951224933075484968025027 * 27654522701318228434150115584803153439151193202971296543907384595890216570039018876844048691349535661
503,	1,	True	2^4 * 3^2 * 7 * 173 * 251 * 431 * 148657709 * 294683387 * 75021940127 * 22531625134859 * 4531129436832623 * 1729517175508958766892973757061 * 127301805080586032137924331728924613068921 * 18146104196299789906031600297941855913836417 * 854901110928978402755810919156238812517277603870393
509,	1,	Regular
521,	1,	True	2^4 * 3^2 * 5 * 13 * 29 * 1033 * 13159 * 5389019 * 18014366624620350055634713229384047704414015962909479160092346542769717717250839802605240049238067050301 * 1241419139262189342431342800365545970209465910835282269327317132490803467450828309217024035926344781929689974091
523,	1,	True	2^3 * 3^2 * 29 * 131 * 173 * 947 * 7741 * 1229553696623245289587 * 3846948642661751465437162070587 * 44899758226491909248181413081201 * 1189582813076581923007218670724157158543749897 * 7054199395095327143507926338613514673062099818630984102943113716038107989601295174837763857
541,	1,	Regular
547,	1,	Regular
557,	1,	Regular
563,	1,	Regular
569,	1,	Regular
571,	1,	True	2^3 * 3 * 5 * 11 * 13 * 19 * 173 * 10321 * 1119387697 * 3385237007 * 4935025636872143 * 698229981334735323562639 * 5589723125751488714871661384907 * 55521271007539652267129050050361 * 8016656474008960736602315692859492197117482782847 * 62225165173770795691450029473761537196828531914361000693
577,	1,	True	2^7 * 3^2 * 17^2 * 3725693 * 1107992271077297119435458367881878538849739 * 84255983298653185579284605841157336713308164542628873728553515229344354913 * 24970374821649664895015208927927637574796996853708988626282079243786220910406931201950428507641875452894054421
587,	1,	True	2^3 * 3 * 7^2 * 293 * 3527 * 59533708496709591661397 * 16993019646436815194584403 * 7128123275368268083950339353 * 451152002161194156559902547350036052998853461792897185025762981763 * 3205270735807640820515582115066029205117716865353208247103529562671661436462274015486097
593,	1,	True	2^5 * 3^3 * 11 * 37 * 431 * 5333 * 15137 * 391817 * 17196733 * 58560841 * 1357058501 * 10417184731 * 101246180649241 * 826439100671903 * 5293728442912941837234990961617706796398277222722176695985948877611857243 * 1005240978019147757091542084108101823917904019268563994923291827042877214138681439
599,	1,	Regular
601,	1,	True	2^4 * 3 * 5^2 * 7 * 43^2 * 296056781251691035033987 * 1598973395292089226219672563 * 11667156723654944448313397516632770976909767012587 * 1027004431432483042717846257807183906210451523567525729506728040961 * 1092030566929084884847302331771013203347728384590146735814482081803
607,	1,	True	2^6 * 3 * 19 * 101 * 173 * 5849 * 486312531860202055879245636351372437 * 1613338994879187883763696340964894496794870883586832197615086563320113458723463261 * 772827224211308408513908311407897364001957351161938265279288943135891684649403803898271920100343020192816565359
613,	1,	Regular
617,	1,	Regular
619,	1,	Regular
631,	1,	True	2^4 * 3^2 * 5 * 7 * 79 * 38873 * 218527 * 4005485261 * 206343099689312939 * 2281281012599474014449183458850912621414721524931822568600749301247963019542275335378213357 * 995153858465786597087019620919864215382168474677062690638997510656100992206478139421022191579426125190826671
641,	1,	True	2^8 * 3 * 5 * 107 * 173 * 1033 * 5591 * 24007933 * 51636379 * 3939881537 * 167100184650982243567 * 261815722733031921869249521957 * 705225342964377219019932260797 * 79261855456185812192574242885601394177 * 5003582985159820577725931678346488340979580660220282477337926092368406069166650837993
643,	1,	Regular
647,	1,	True	2^4 * 3^4 * 17 * 19 * 431 * 564419 * 68760750203 * 6058585050599360882855639967823 * 63747398386573850666250762281255558690591955669147146398015556296782595963 * 20216568326230579194413879999974101453307868760534414792743758852354831921078295008716552991104175656231048490577
653,	1,	True	2^3 * 3 * 109 * 163 * 52536541 * 300468049378853999 * 15205925886446025877 * 70051333028065004143376390484133827517166190149601322685197026912174828899 * 16866275854187806336295812055590366623059859535135993369267502020081098505485919022038032011535850409169806197525142863
659,	1,	Regular
661,	1,	Regular
673,	1,	True	2^6 * 3 * 7 * 337 * 7741 * 71942431747957 * 482692685536909 * 24373135214609999 * 25061470379419154179393 * 26235706127932208742703648965023343905747550612837578375024141 * 829856025380970094690012097531216602131926668437756867589852570854862103408766528043216311460754513605501
677,	1,	True	2^3 * 3 * 13^2 * 113 * 173 * 4098847 * 10091069 * 5145041677 * 286871820241 * 396451325311437616939 * 94372032386189053206386431937334504347180364148869037868593328052085987 * 14883126137798590696603188276659722455552335046260157079118280362289315705776875401280994224296198088484518489
683,	1,	Regular
691,	1,	True	2^3 * 3 * 5 * 23 * 173 * 4129 * 26317 * 53923 * 201499 * 707158307 * 305372377601 * 2524958311219 * 7566610550074415754619 * 967653082235693678200031 * 4795813038990363296263226386774891395012608992236762431701333 * 1451926943090049388955607194866310358023422362694378347630987734971051572650840543
701,	1,	Regular
709,	1,	Regular
719,	1,	Regular
727,	1,	True	2^4 * 3 * 7 * 11^2 * 13 * 173 * 130807 * 782429 * 4163347 * 919929617 * 3532948288694180589293687288888633815097467 * 3471085919022238099038117543481353639857895731998752909788081 * 2811703047008059627512617879990362678036925235747774057590713507179836715881951653425148750337576310333266533
733,	1,	True	2^3 * 3 * 61 * 173 * 367 * 1033 * 1291 * 18061 * 65852867 * 1287722268422478487444224416141261 * 7259053158445337709389313439621084176522718312238989181122285120024934351514823 * 1818207096681113120427110290476205236381505779267472528717197236284002492977561022215864987813263015241935529
739,	1,	True	2^3 * 3^2 * 5 * 37 * 41 * 173 * 16943 * 2255966524627 * 10018114954823 * 16960309507931 * 109315109978538599249 * 7923675765276607940457471005244162329649355751156892609821444746327189181964547273 * 9504688302309206841549948554866633850212075817292336395598470970459200287244293873363366571951
743,	1,	True	2^4 * 3 * 7 * 31 * 53 * 173 * 3011 * 4272043765964749 * 4209885147222965740970263 * 250738248342303418846511891 * 17903833469955134157959224467258283 * 2671877454374246084873244442694724821 * 1626416229129186865336422131958333990123036444143 * 79649580196384731715499141695029995732419856174549
751,	1,	True	2^5 * 3 * 5^3 * 47 * 876819755577881309 * 235290934341473064413 * 25391844878587560801834738619518972438628515580462808492102626110689609092015883899445354342248000727 * 6831966080195026705885120087382893539752479839262287837162600362371303456417251199231326327071485731077
757,	1,	True	2^3 * 3^3 * 7 * 379 * 2239000369 * 42360877499 * 212595516194212577 * 9425774291478286961 * 1289632093270140216920241552203 * 13595009480188809971594244871417558712236057402545719858880698287 * 20956513870204834656525961425452291873152161473588417452135787732208243049150921199861104213
761,	1,	True	2^4 * 3 * 5 * 19 * 127 * 431 * 2237 * 4129 * 89269 * 4146466867 * 750600532278409 * 5778265102241381377 * 2182257428709712709658841 * 7786401998384499631274720329 * 12161411363721200414792792851 * 4609163596749489030396699864536553032330923 * 17860338134369413506716887548423634510140052575274927002126607
769,	1,	Regular
773,	1,	True	2^3 * 3^2 * 43^2 * 173 * 193 * 1918489 * 3164543 * 116365601197 * 1029273200745445287433 * 105370469600412202966183 * 5308793219747684564456843 * 6097675505371108531117358855594893507919408996719139 * 21931029816684260647725171134807933657042382255161438953939378553866441103961840087557420453977
787,	1,	Regular
797,	1,	Regular
809,	1,	Regular
811,	1,	True	2^3 * 3^4 * 5 * 7 * 29 * 173 * 136483 * 2088511 * 1349742458501 * 5798514446311 * 54534264410117 * 4842548983517152591 * 184988053404148656417949710363234139 * 3421626314050319685851417366282082497584121515087758473 * 353267422180425969117536238101028461401521445056631332973845415828865404221563489353
821,	1,	Regular
823,	1,	Regular
827,	1,	Regular
829,	1,	True	2^3 * 3^2 * 5 * 23 * 83 * 173 * 1033 * 1291 * 22447 * 36551 * 777871 * 153984463 * 24442308927733686280693 * 1424131603784955430921129337 * 181106900093322625431447820619 * 17273513157772552827465015697591 * 743712935333334891868427999546835721379762851471 * 78460869610528511093940604736464178274642705505327636843
839,	1,	True	2^4 * 3 * 5 * 7 * 419 * 1721 * 16427 * 396719 * 17478116140299281722694839 * 15049271456830364015499587462719889604433 * 286444745686631902266356723061364335901184720301319 * 6025973251389743836865916285428531955364356319108337 * 77464913772981866034595466891299792391766834832412189127972979351
853,	1,	Regular
857,	1,	Regular
859,	1,	True	2^3 * 3 * 5 * 11 * 13 * 43^2 * 173 * 431 * 1979 * 52435577 * 224723353695847812239320638731453017679 * 2341895742832494420818417787839648979705347469389093551079426901656142760043033 * 16298472774432152812618583374735432220684256480021310852838155926252790317270240138171098778073018276014850855927
863,	1,	True	2^6 * 3^3 * 431 * 1721 * 116359 * 46180969 * 59537801 * 53807296809483398506912716094839617680073153 * 1037172280219337092427827957503270810963392843 * 213823621188142827169549834050666884596211556694600767259121239 * 641686622434988621030169559222920227962048580063792382877976808359521561
877,	1,	Regular
881,	1,	Regular
883,	1,	Regular
887,	1,	True	2^4 * 3 * 37 * 173 * 443 * 1291 * 5591 * 21157 * 75397247911 * 85133159648753 * 99124971678260491 * 2793472622319845441635954486414452415699419196314094074782220893406662079229 * 899263471360058824791406367609882372335021896518293022944883239554308460751129512417884868071509929738513102590437343
907,	1,	Regular
911,	1,	True	2^5 * 3 * 5 * 7 * 13 * 19 * 118681 * 208121 * 236329 * 676649 * 2641061 * 83284431640093 * 290042022167652456340207 * 49886859447664184143704677481799 * 327694871751043121635724957386987097 * 871009311326681661243496769102831480039 * 110837018922348171125729904495435656295404797717841256878004178442107081754189
919,	1,	Regular
929,	1,	True	2^6 * 3 * 5 * 29 * 31 * 173 * 1721 * 16427 * 352918766378959181688346763378827 * 128662792474929622630574020961166179546665308627543643028004401080693451591816747496899811073 * 9264191474456816621968513409078286882697603901748703680984072136182998050593358120280164361521720110834489778230983
937,	1,	True	2^4 * 3^2 * 7 * 13 * 67 * 3011 * 8609719 * 914102773 * 383223669223 * 6604976671990134174550447 * 1456744870438700415406983310429183 * 41395602230294756688186178964372903 * 93533816429507057747477886329783315369 * 99891494230790389740536034429168475021 * 125104487965932804658170245997496433827370168320343
941,	1,	Regular
947,	1,	Regular
953,	1,	True	2^4 * 3^2 * 7 * 17 * 53 * 173 * 119627 * 712339 * 10180939 * 23480839 * 343079038213 * 21293190449683 * 1491680398111333607 * 403003753664774657862235541703583 * 57313135800239631743380717845931593949463158504666038907775191301557 * 19763628478623659592629134765139781024238514507524658477432889004414898740854113
967,	1,	Regular
971,	1,	Regular
977,	1,	Regular
983,	1,	True	
991,	1,	True	
997,	1,	True	
1009,	1,	True	
1013,	1,	Regular
1019,	1,	True	
1021,	1,	True	
1031,	1,	True	
1033,	1,	Regular
1039,	1,	True	
1049,	1,	Regular
1051,	1,	True	
1061,	1,	True	
1063,	1,	Regular
1069,	1,	True	
1087,	1,	True	
1091,	1,	Regular
1093,	1,	True	
1097,	1,	True	
1103,	1,	True	
1109,	1,	True	
1117,	1,	True	
1123,	1,	True	
1129,	1,	Regular
1151,	1,	True	
1153,	1,	Regular
1163,	1,	True	
1171,	1,	Regular
1181,	1,	True	
1187,	1,	True	
1193,	1,	True	
1201,	1,	Regular
1213,	1,	Regular
1217,	1,	Regular
1223,	1,	True	
1229,	1,	Regular
1231,	1,	True	
1237,	1,	True	
1249,	1,	True	
1259,	1,	True	
1277,	1,	True	
1279,	1,	True	
1283,	1,	Regular
1289,	1,	True	
1291,	1,	Regular
1297,	1,	True	
1301,	1,	Regular
1303,	1,	Regular
1307,	1,	Regular
1319,	1,	True	
1321,	1,	Regular
1327,	1,	True	
1361,	1,	True	
1367,	1,	True	
1373,	1,	Regular
1381,	1,	True	
1399,	1,	Regular
1409,	1,	True	
1423,	1,	Regular
1427,	1,	True	
1429,	1,	Regular
1433,	1,	Regular
1439,	1,	True	
1447,	1,	True	
1451,	1,	True	
1453,	1,	True	
1459,	1,	Regular
1471,	1,	Regular
1481,	1,	True	
1483,	1,	Regular
1487,	1,	Regular
1489,	1,	True	
