p,	r,	result
139,	1,	x^88 + x^87 + 115	2^5 * 3 * 5 * 7 * 23 * 67 * 89 * 199 * 617 * 2069 * 2377 * 3301 * 9661 * 35993 * 302513 * 339769 * 1229581 * 288337237 * 83174766488551849 * 448301258215393397 * 13627953404099290499 * 291622067463989805083641 * 29340523970792752081337249 * 7604853030237329123953812953
139,	2,	Regular
149,	1,	x^88 + x^87 + 7*x + 56	2^5 * 3 * 5^2 * 17 * 23 * 37 * 67 * 89 * 397 * 653 * 1409 * 7001 * 35201 * 617453 * 86051197 * 2706904546831 * 65360125028221 * 81042426245204504653 * 1815509478479705792741 * 6747606312632094249288944831481076077016306315611952668205892773628634607090656601
149,	2,	Regular
151,	1,	x^88 + x^87 + 2*x + 96	2^6 * 3 * 5^2 * 13 * 17 * 19 * 23 * 89 * 331 * 877 * 13003 * 14389 * 14864609 * 15290753 * 98855460463 * 18145704541823 * 37976933937620953657974984018363885636114001 * 16206449648238213097824690814947156071299472050523993499517539080243417498208527004809
151,	2,	Regular
157,	1,	Regular
157,	2,	Regular
163,	1,	Regular
163,	2,	Regular
167,	1,	x^88 + x^87 + 13	2^6 * 3 * 5 * 7 * 23 * 41 * 83 * 89 * 331 * 397 * 1013 * 2789 * 32099 * 47609 * 452629 * 675929 * 1522049 * 1940599 * 9485321 * 58793593 * 497223893 * 33730277282791 * 13209379446628903790145722893388501 * 1339674003183238777595641762977749154819942282318447970202438770596817
167,	2,	Regular
173,	1,	x^88 + x^87 + 6*x + 48	2^5 * 3 * 5 * 23 * 29 * 41 * 43 * 73 * 89 * 769 * 1013 * 582409 * 6392783 * 3686875547543 * 6110011491830489 * 1050148826719336195721 * 6479142702547609707496636239464838018712049 * 54425458651591972055456313599031448224130197424506016329507747690903057209
173,	2,	Regular
179,	1,	Regular
179,	2,	Regular
181,	1,	Regular
181,	2,	Regular
191,	1,	Regular
191,	2,	Regular
193,	1,	x^88 + x^87 + 61	2^9 * 3 * 5^3 * 23 * 67 * 89 * 97 * 149 * 257 * 27259 * 644557 * 1019129 * 2699393 * 23496353 * 2662289521 * 64009155409 * 71339271343004303365057 * 80332711164773030993828443847374129 * 12407170067062206519676851608583421302583028236978340337969890307268126184657
193,	2,	Regular
197,	1,	x^88 + x^87 + 3	2^5 * 3^2 * 5 * 7^2 * 11^2 * 23 * 73 * 89 * 2861 * 3881 * 9109 * 17117 * 10316017 * 108786701 * 502147141 * 15857678840323 * 24674378796673 * 259985029265734933513 * 27745366308848058704857 * 24901165125384567556329227768876401 * 93566468017816043429732405039902297115041645049
197,	2,	Regular
199,	1,	Regular
199,	2,	Regular
211,	1,	x^88 + x^87 + 181	2^5 * 3 * 5 * 7 * 23 * 53 * 89 * 113 * 197 * 241 * 331 * 881 * 2069 * 8713 * 13729 * 112289 * 2775499 * 4112281 * 581942579681 * 189496886335879 * 3693170746409441903 * 221114564025420025884771937 * 31270471022372021797048472558408072993 * 6757653317860146472147227313868141654536984553
211,	2,	Regular
223,	1,	Regular
223,	2,	Regular
227,	1,	x^88 + x^87 + 2*x + 125	2^5 * 3 * 5 * 19 * 23 * 89 * 97 * 113 * 977 * 1409 * 5153 * 5897 * 14009 * 435733 * 517243 * 1204369 * 29966893573 * 119632792496207 * 51604102586763761 * 268841727607726761401 * 84648496328452214835689 * 10527448829560426470017035179841 * 1482923368916818991096355840716740836012580049
227,	2,	Regular
229,	1,	Regular
229,	2,	Regular
233,	1,	x^88 + x^87 + x + 165	2^6 * 3^2 * 5 * 13 * 23 * 29 * 61 * 89 * 137 * 241 * 44633 * 8612033 * 9917689 * 4494621011 * 4593363809 * 13322830049 * 4581484617271 * 4510597983822041 * 25820053385152162049 * 177595394057543674697 * 3700665331300670416729 * 469568844236369455179977 * 27491661746581260928318274629249
233,	2,	Regular
239,	1,	x^88 + x^87 + 2*x + 190	2^7 * 3 * 5 * 7 * 13^4 * 17 * 23 * 89 * 809 * 1217 * 1657 * 2729 * 126553287257 * 110633608068097357 * 1247460552944148841 * 221902468288402896259 * 26550464126812634441687 * 3342437843499279746337231440293 * 9732530632022868824702705781884034025586764232674186282682028457
239,	2,	Regular
241,	1,	x^88 + 2*x^87 + 189	2^7 * 3 * 5 * 11^3 * 23 * 67 * 73 * 89 * 97 * 113 * 257 * 727 * 238201 * 1281193 * 1651409 * 26813117 * 97029608242601 * 288020941649849 * 13625956967612438879 * 436851040206941325568440847620722246879145890401 * 3518831135060873534706323803183923358309572959508307119346902235193
241,	2,	Regular
251,	1,	Regular
251,	2,	Regular
257,	1,	Regular
257,	2,	Regular
263,	1,	x^88 + x^87 + 229	2^6 * 3 * 5 * 11^2 * 17 * 23^2 * 67 * 89 * 131 * 3041 * 3169 * 6917 * 7591 * 46273 * 17793799 * 54010727 * 24397138789 * 1632858021290559977 * 3124914562747294549 * 62924731383868601237 * 6283909756625496869857085478423982775188499623103776420439666551338035986014473430665418897112801
263,	2,	Regular
269,	1,	Regular
269,	2,	Regular
271,	1,	x^88 + x^87 + x + 26	2^7 * 3^3 * 5 * 17 * 23 * 67 * 89 * 241 * 397 * 2609 * 4289 * 36721 * 48313 * 2519089 * 162030705101 * 2651537910253 * 415850359536767 * 80025424418018869549 * 10623918766653679464582617 * 3352569085308532663197610130146817 * 128626334331350361845683924573627609825720972840991989355081
271,	2,	Regular
277,	1,	x^88 + x^87 + 72	2^5 * 3 * 5 * 23 * 67 * 89 * 139 * 199 * 569 * 7673 * 120077 * 185153 * 388081 * 2280917 * 5173409 * 331767428008074433 * 13316177863770278349667 * 34840969590148121723061019145326644006397 * 696205786457878553095068270660499639089392390154404603969096384634396990815441153774657
277,	2,	Regular
281,	1,	x^88 + x^87 + 2*x + 266	2^6 * 3 * 5 * 7 * 13 * 17 * 23 * 47 * 89 * 617 * 3037 * 104149 * 1177859 * 1997029 * 183377633 * 201637702531 * 15277058694481 * 862302887648929 * 112901385077573093 * 52531715268865275858889 * 44329561743897357030893907305977273 * 36465669181292960631607336704509761154173608375470449452649
281,	2,	Regular
283,	1,	x^88 + x^87 + x + 48	2^5 * 3 * 5 * 23 * 47 * 67 * 71 * 89 * 353 * 8009 * 9461 * 214237 * 9085337 * 13718321 * 91710433 * 188686763 * 3307720307 * 5541730024469 * 43159443395707 * 1981662961661329 * 22319146351879961 * 104498748342766801 * 292363642574736672389275663993 * 196987075601534029879198652267813714609049089
283,	2,	Regular
293,	1,	x^88 + x^87 + 165	2^5 * 3 * 5^2 * 7^2 * 17 * 23 * 67 * 73 * 89 * 101 * 331 * 661 * 1453 * 1871 * 8273 * 25673 * 143537 * 1970233 * 24914011 * 908348761 * 4334621872439 * 210988204328838971959 * 320916961526678571473 * 78989655031448277680845998902153 * 12857937353404995433786195731095929 * 24924568381002949573064298890970097
293,	2,	Regular
307,	1,	x^88 + x^87 + 2*x + 84	2^5 * 3^2 * 5^3 * 7 * 11^2 * 13 * 17 * 23 * 29 * 89 * 617 * 26731 * 33937 * 51481 * 130873 * 166849 * 3314158967153 * 4966439960329 * 12135499643725165489 * 673874043799299188888813 * 12070518350952459187265872763435971535360729 * 1805126830217909494780877347254397032771715299999673624066643005681
307,	2,	Regular
311,	1,	Regular
311,	2,	Regular
313,	1,	Regular
313,	2,	Regular
317,	1,	Regular
317,	2,	Regular
331,	1,	Regular
331,	2,	Regular
337,	1,	x^88 + x^87 + 219	2^7 * 3 * 5 * 7 * 13^2 * 23 * 41 * 89 * 199 * 277 * 353 * 463 * 7151 * 38501 * 28155997 * 412601333 * 415166489 * 575832599 * 6448958881 * 264783016829 * 204399175485850357 * 374221768401462416161 * 4115582357879838931889 * 59179705035311296728994417 * 64640422329419313015430528667669189711963962269413657
337,	2,	Regular
347,	1,	True	2^5 * 3 * 5 * 23 * 29 * 89 * 173 * 673 * 1277 * 2113 * 12041 * 15511 * 27611 * 231529 * 619169 * 763423 * 1544357 * 10771417 * 40999826099 * 9659189593637 * 2627822195740897 * 3815791372271900595641 * 482511302454561703344731159561 * 219831274019009465739913142071494437033731558752527692221909157928885393
347,	2,	Regular
349,	1,	x^88 + x^87 + 4*x + 277	2^5 * 3 * 5^2 * 7 * 17 * 23 * 29 * 67 * 89 * 353 * 7481 * 60901 * 7639721 * 436337753 * 941727139 * 104037195637 * 2283601477403291 * 10111139091053309 * 28384847544233599 * 1163501808109440361 * 1935269920059736433449 * 14078006592245009705316724952725351969 * 47354274814117873985358933498026683996921
349,	2,	Regular
353,	1,	Regular
353,	2,	Regular
359,	1,	x^88 + x^87 + x + 223	2^6 * 3^2 * 5 * 13 * 17 * 23^2 * 67 * 89 * 179 * 2861 * 4957 * 8933 * 11113 * 14411 * 19163 * 43961 * 46817 * 1640761 * 33978143057 * 315012112801 * 6626243058161 * 242729825559563 * 59577705183437736791 * 40649485887722641297097246221 * 35847383452810900467329264098325660104624127088614824851242096091681331961
359,	2,	Regular
367,	1,	Regular
367,	2,	Regular
373,	1,	x^88 + x^87 + 223	2^5 * 3 * 5 * 11^2 * 17 * 23 * 31 * 89 * 13913 * 54217 * 70181 * 178513 * 49457299 * 7734564311 * 1742140553033 * 4155034478088451 * 6758002609780753 * 16764282842911033 * 492405458247319696442232497 * 25952486652341168574903433813 * 8608891289160707508955757995149014542987722373653714753342079801
373,	2,	Regular
379,	1,	Regular
379,	2,	Regular
383,	1,	Regular
383,	2,	Regular
389,	1,	Regular
389,	2,	Regular
397,	1,	Regular
397,	2,	Regular
401,	1,	Regular
401,	2,	Regular
409,	1,	True	2^6 * 3 * 5 * 17 * 23 * 41 * 89 * 199 * 2311 * 3769 * 83641 * 2447897 * 3712249 * 5809387 * 11660654809 * 425243941566841 * 4296548682537941413 * 656628086078359679363839 * 18329924674103851092490669 * 25246976812669544974628107640984294309308151474090923043919316646403606353588431702344374265289
409,	2,	Regular
419,	1,	Regular
419,	2,	Regular
421,	1,	Regular
421,	2,	Regular
431,	1,	True	2^7 * 3^3 * 5 * 23 * 43 * 89 * 293 * 317 * 7481 * 1379489 * 87653303 * 8786735233 * 17253574561 * 13199089326193 * 129625188681341 * 320008221008389 * 1091970356315389 * 4627514164932649 * 855016087969985041 * 2529375048869981687 * 47144565451244876737 * 5962794801328476377641 * 209395777116880983939830063281
431,	2,	Regular
433,	1,	Regular
433,	2,	Regular
439,	1,	True	2^6 * 3 * 5 * 11^2 * 23 * 73 * 89 * 173 * 557 * 977 * 3917 * 19007873 * 245566487 * 11319899449 * 12044398253053 * 24113728178010153586901801 * 6243751101518049773341630465938358032119449 * 56129452112188380056720216099184734845133387171607115080601614427836705608668678513439068572376171865609
439,	2,	Regular
443,	1,	Regular
443,	2,	Regular
449,	1,	Regular
449,	2,	Regular
457,	1,	True	2^6 * 3 * 5^2 * 17 * 19 * 23 * 89 * 229 * 661 * 4177 * 38083 * 2732357 * 14414377 * 19626063953 * 678100699849 * 164760899063377 * 5744536555289985113 * 15819062644093424189 * 5206326306364561449457 * 131419214701379984954521 * 4341672667998818854807909 * 17237921027914446174067391 * 38490061098539437786134323633
457,	2,	Regular
461,	1,	True	2^5 * 3 * 5 * 7 * 11^2 * 17 * 23 * 67 * 89 * 199 * 397 * 617 * 1013 * 1049 * 3037 * 4049 * 68927 * 106261 * 1266337 * 1750871 * 3208151 * 17408711 * 238199677 * 2458260817 * 5311841226847189 * 408391181614300369 * 2470076728760747129 * 1031024497199308620713 * 213588088597117314477341451084417313 * 6726262414362309901683954545504737158361
461,	2,	Regular
463,	1,	Regular
463,	2,	Regular
467,	1,	Regular
467,	2,	Regular
479,	1,	True	2^8 * 3 * 5 * 23 * 89 * 239 * 859 * 1289 * 3257 * 209353 * 1044451 * 182429237 * 770263649 * 1265145223 * 26321586241 * 763621274153 * 126169480676119 * 586312572645493 * 418454654972136817 * 2877229676105628219098952949132689277 * 157063892187921057756066094030702107229927781813114957077377795304099220593
479,	2,	Regular
487,	1,	Regular
487,	2,	Regular
491,	1,	True	2^5 * 3 * 5 * 7^2 * 17 * 23 * 41 * 67 * 89 * 149 * 809 * 61037857 * 193556177 * 464745557 * 1709413193 * 109775395819 * 119592399169 * 644689676489 * 651146330561 * 4823837650259 * 252033682017217 * 2951542503890597 * 4042594439504082001 * 812701966436624964654134951 * 3953442873607360749476919931715954841003107210320417
491,	2,	Regular
499,	1,	Regular
499,	2,	Regular
503,	1,	True	2^6 * 3^2 * 5 * 7 * 23 * 89 * 251 * 881 * 2729 * 25301 * 1316239 * 2192257 * 32006777041 * 35441368062277 * 362212946174113 * 789240501239334057607 * 44987251752208542957780469 * 30328260866295070233731892120772162729693 * 6799774605993838435644041434593752106443818333127655215827746805740082407662801
503,	2,	Regular
509,	1,	Regular
509,	2,	Regular
521,	1,	Regular
521,	2,	Regular
523,	1,	True	2^5 * 3^2 * 5 * 17 * 23 * 29 * 89 * 131 * 199 * 397 * 1609 * 2003 * 21341 * 190807 * 6658697 * 26853553 * 26959342433 * 37409056921 * 966097021033 * 108926496542584733 * 11258022238139729537 * 348229172820034159127 * 22788572440144863231818357 * 1753988664909970878612586199660317121 * 288109731091725019171186360917058233079561
523,	2,	Regular
541,	1,	True	2^5 * 3^3 * 5 * 13 * 23 * 67 * 89 * 271 * 449 * 11257 * 32869 * 217361 * 95392169 * 5026479371 * 5515743047 * 11950680853 * 26687640409 * 18611630242381067 * 376256957157800174978897 * 7137617348378900653961234054552917217 * 11742611112695279340327021495675303530593 * 89014918216449568622812213827081602905739613641
547,	1,	True	2^5 * 3 * 5 * 7 * 13 * 23 * 41 * 89 * 113 * 137 * 353 * 3697 * 10847 * 13751 * 29921 * 2105357 * 9661777 * 1498841946449 * 9630092768572369626677 * 174078745832675609971673 * 390622713687694283942348685512041 * 738873134749607293134160044840554284056588509 * 1798104839064079098816256659805427919631242683873479680066017
557,	1,	True	2^5 * 3^2 * 5^3 * 17 * 23^2 * 31 * 73 * 89 * 139 * 947 * 25657 * 258127 * 568349 * 1180961 * 1875793 * 3223837 * 7276193 * 19512329 * 61201031 * 111434137 * 280727129 * 27490678711 * 415416335753 * 603725934307 * 267935087365969 * 1172076581099821 * 317975493681618003591283977582037480831360030400758320193669894983967542659949355068577
563,	1,	True	2^5 * 3 * 5 * 17 * 23 * 29 * 47 * 67 * 89 * 233 * 281 * 337 * 1093 * 1321 * 2663 * 15313 * 37633 * 6512353 * 515456569 * 94046434172949149 * 6218189443483112437 * 778286386909806133349 * 38153222000290246567433 * 1091505623057968684378024301 * 87997015990946625267528026103209 * 265487333099370457356444542577581740796934454116257
569,	1,	True	2^6 * 3 * 5 * 17 * 19 * 23 * 71 * 89 * 2069 * 4049 * 5413 * 161881 * 471241 * 31149317 * 428057653 * 3082976033 * 9699985470979 * 367380000889969 * 493803056053649 * 360686570691511219 * 1431239018221080641 * 6259461839258377861 * 4971358890055701414569 * 1555351993636918263376295977069730040007331147906393087051939496329
571,	1,	True	2^5 * 3 * 5 * 11^2 * 13 * 19 * 23^2 * 41 * 89 * 353 * 419 * 449 * 617 * 32441 * 163021 * 1508058047 * 2277499309493 * 3867675755483 * 419116488063307 * 8960578536518168917457 * 4291509486414260533037303078281 * 866213611512805287392364350898329643684089609 * 344773725666506821921461195747097598266487704993361174090553217
577,	1,	Regular
587,	1,	Regular
593,	1,	True	2^7 * 3^3 * 5^2 * 11^2 * 13 * 17 * 23 * 37 * 89 * 541 * 661 * 27961 * 82457 * 130073 * 8891450833 * 43152219211711237 * 738279887521742597252167 * 913880342206955480531813 * 234181230826184688030594941 * 9392857375887327139612426591560878671181250443714683925381459378026742925007249959388252845005998855816416809
599,	1,	Regular
601,	1,	True	2^6 * 3 * 5^2 * 7 * 23 * 41 * 43 * 89 * 313 * 331 * 577 * 7151 * 250361 * 250380989 * 1591050761 * 6139372559 * 5076783574193 * 999766803084414839 * 150968690200631376256165373691956604372474683909 * 1428824472583777803989767149892956096955171296509139691215048008267421220660667260919945772611115369463354812001
607,	1,	True	2^8 * 3 * 5^2 * 19 * 23 * 89 * 101 * 617 * 7369 * 7459 * 153913 * 444841 * 946969 * 21365521 * 113207821 * 5167686547 * 55731154733 * 67877332801 * 1976083289819 * 4319117608586023 * 361200980181431333389073 * 517093160433587132463712551523001 * 6663366261679192770223564565778502894921041408945374319426145905928448801953
613,	1,	True	2^5 * 3^2 * 5 * 17 * 23 * 53 * 89 * 307 * 709 * 42461 * 2332903 * 7221259 * 68785817 * 70601170681 * 327158353633 * 445455365264339 * 7659118599474378811039 * 677179143869174667266041 * 6308225025186415101447130148113 * 28026019123184828158862372645144809 * 737578467693701921993097308616175124063382875402208433897
617,	1,	Regular
619,	1,	Regular
631,	1,	Regular
641,	1,	Regular
643,	1,	Regular
647,	1,	Regular
653,	1,	Regular
659,	1,	True	2^5 * 3 * 5 * 7 * 11^2 * 17 * 23^2 * 41 * 47 * 53 * 89 * 199 * 241 * 2729 * 3499 * 9109 * 117041 * 938059 * 2299999841 * 807556971667909 * 77742873805239893361253099 * 2514829576524095061681328221759086295471403261 * 20864743403519843711575753775856291225622395683566521636767799634876322128031970730444233394126310766351198569
661,	1,	Regular
673,	1,	True	2^8 * 3 * 5 * 7 * 23 * 67 * 89 * 337 * 881 * 991 * 8669 * 20021 * 45293 * 59417 * 98737 * 1726313 * 8096305582959793 * 41832052827966414311 * 4047393817649902551569 * 3191839173892970799290819 * 75709608296101461223073027614940273 * 60396713317133513200049770952591949281 * 424474294402140063823216641755930390475939392837
677,	1,	True	2^5 * 3 * 5 * 13^2 * 23 * 89 * 113 * 353 * 1321 * 45833 * 3655499 * 426833573 * 1112073733 * 10981360193 * 105032736121 * 12981456375361 * 789558371730557287 * 28197686107091392093665358385291522104350737 * 16251424202863493478070726007565679323434826337 * 327710690257217331013311642021878824273309747626802253681665369
683,	1,	Regular
691,	1,	Regular
701,	1,	True	2^5 * 3^3 * 5^2 * 7 * 13 * 17 * 23 * 89 * 97 * 149 * 463 * 2333 * 15129313 * 120737471401 * 418478102417 * 1151695101542601930953 * 322411222976532914376077399 * 821030849297504375674557652645267014891264813760931457001 * 106470372413225667272929088254723360274647903109759634843459165058905944730406535994861393966881
709,	1,	Regular
719,	1,	Regular
727,	1,	Regular
733,	1,	True	2^5 * 3 * 5 * 13 * 17^2 * 23 * 61 * 89 * 199 * 367 * 1453 * 4133 * 716123 * 949961 * 1153681 * 5707549 * 12084491 * 39469849 * 499445449 * 93321987529 * 3216018490873453 * 13642033961271934087 * 29106463124642208543768864362458673 * 107198262127521885289420716952959163796850639769446812359102038571603222562620404018993959186799511409
739,	1,	True	2^5 * 3^2 * 5 * 17 * 23 * 37 * 41 * 89 * 1013 * 1123 * 1321 * 7417 * 26731 * 243167 * 273061 * 1182689 * 46213415161 * 75518931401 * 78105204392805499229 * 177653066985996912971 * 47974713153134527294657 * 1787902054362036311952738893761 * 49189859936521702576466644225967593 * 7591316317525004574923456294407802895006635541907005967249
743,	1,	True	2^6 * 3 * 5^2 * 7 * 23 * 31 * 53 * 61 * 89 * 97 * 181 * 1409 * 2273 * 3499 * 5413 * 7349 * 691121 * 124469621 * 361879574248853 * 17885982959196616529 * 2710760049631414330639 * 988514787488353949346204932613401513113 * 7645606500969737750754929543366699245156192889 * 7208412123089097924385659528639927178808884940033904523382515409
751,	1,	Regular
757,	1,	Regular
