p,	e,	result
61,	1,	x^28 + x^27 + 3*x + 31	2^4 * 3 * 5 * 29 * 31 * 1861 * 3529 * 67667377 * 383188373 * 50689400581 * 52379047267
61,	2,	Regular
67,	1,	Regular
67,	2,	Regular
71,	1,	Regular
71,	2,	Regular
73,	1,	x^28 + x^27 + 5	2^5 * 3^2 * 5 * 13 * 29 * 37 * 41 * 149289169177 * 153436090543 * 789577628516184179813
73,	2,	Regular
79,	1,	Regular
79,	2,	Regular
83,	1,	x^28 + x^27 + 2*x + 52	2^4 * 3 * 5 * 7^2 * 13 * 29 * 41 * 53 * 113 * 197 * 15233 * 2073121 * 11411291417 * 7015984635294377849
83,	2,	Regular
89,	1,	x^28 + x^27 + 76	2^5 * 3^2 * 5 * 11 * 17 * 29 * 233 * 329617 * 1230013 * 1491001 * 502628805631 * 6923370217853993
89,	2,	Regular
97,	1,	x^28 + x^27 + x + 7	2^7 * 3 * 5 * 7^3 * 29 * 43 * 71 * 113 * 941 * 967 * 14869 * 15541 * 14680513 * 20241187 * 103527550008317
97,	2,	Regular
101,	1,	x^28 + x^27 + 59	2^4 * 3 * 5^2 * 17 * 29 * 71 * 1093 * 5101 * 15100497917 * 1051113090301 * 35546410661795571833
101,	2,	Regular
103,	1,	x^28 + x^27 + 77	2^5 * 3 * 5 * 13 * 17 * 29 * 71 * 337 * 1061 * 8429 * 261017 * 407191 * 2904217 * 585604027 * 1922786275117
103,	2,	Regular
107,	1,	Regular
107,	2,	Regular
109,	1,	Regular
109,	2,	Regular
113,	1,	Regular
113,	2,	Regular
127,	1,	Regular
127,	2,	Regular
131,	1,	True	2^4 * 3 * 5 * 11 * 13 * 29 * 43 * 127 * 2633 * 8581 * 189967 * 201251 * 211093 * 319733 * 579587 * 8920913 * 117269377
131,	2,	Regular
137,	1,	Regular
137,	2,	Regular
139,	1,	True	2^4 * 3 * 5 * 7^2 * 23 * 29 * 239 * 1009 * 2857 * 9661 * 29863 * 143333 * 87683177 * 4900366577 * 10520476011977
139,	2,	Regular
149,	1,	Regular
149,	2,	Regular
151,	1,	Regular
157,	1,	True	2^4 * 3 * 5^2 * 13 * 17 * 29 * 79 * 281 * 3011 * 12503 * 13763 * 359101 * 63938057 * 1205476469 * 12482812746686521
163,	1,	Regular
167,	1,	True	2^5 * 3 * 5 * 7^2 * 29 * 83 * 701 * 2789 * 31130721917 * 106220900381 * 470524326575368031556132817
173,	1,	True	2^4 * 3 * 5 * 29 * 41 * 43 * 73 * 113 * 337 * 4621 * 3144079 * 8576317 * 26654680037077 * 4084081631774950877
179,	1,	Regular
181,	1,	True	2^4 * 3^2 * 5 * 7^2 * 13 * 29 * 71 * 281 * 9661 * 16381 * 241968329 * 4338835663 * 70359419453 * 528870124543349
191,	1,	Regular
193,	1,	Regular
197,	1,	Regular
199,	1,	True	2^5 * 3^2 * 5^2 * 11 * 29 * 43 * 211 * 883 * 953 * 19801 * 43093 * 11552213 * 1507926533 * 89499213930411801092557
211,	1,	Regular
223,	1,	True	2^7 * 3 * 5 * 7^2 * 29 * 37 * 43 * 211 * 421 * 491 * 1709 * 4973 * 6553 * 294169 * 5076443 * 248025653 * 144834133656531929
227,	1,	True	2^4 * 3 * 5 * 19 * 29 * 113 * 4999 * 5153 * 33181 * 6612313 * 20601211 * 947963087 * 515306577997 * 1094830030561
229,	1,	True	2^4 * 3 * 5 * 13 * 19 * 23 * 29 * 239 * 673 * 2017 * 135647 * 4429069 * 215227848907 * 717165697294328005364430749
233,	1,	Regular
239,	1,	Regular
241,	1,	True	2^6 * 3 * 5 * 11^2 * 29 * 113 * 257 * 379 * 20707 * 63113 * 857333 * 3117376319 * 38388136780797099494125767841
251,	1,	True	2^4 * 3^2 * 5^3 * 7^2 * 17^2 * 29 * 109 * 211 * 491 * 3557 * 300973 * 343442093 * 251059142817757 * 2014041263472963229
257,	1,	True	
263,	1,	Regular
269,	1,	True	
271,	1,	True	
277,	1,	Regular
281,	1,	Regular
283,	1,	True	
293,	1,	True	
307,	1,	True	
311,	1,	True	
313,	1,	True	
317,	1,	Regular
331,	1,	Regular
337,	1,	Regular
347,	1,	Regular
349,	1,	True	
353,	1,	True	
359,	1,	Regular
367,	1,	True	
373,	1,	Regular
379,	1,	Regular
383,	1,	True	
389,	1,	Regular
397,	1,	True	
401,	1,	Regular
409,	1,	True	
419,	1,	True	
421,	1,	Regular
431,	1,	Regular
433,	1,	True	
439,	1,	True	
443,	1,	Regular
449,	1,	Regular
457,	1,	Regular
461,	1,	True	
463,	1,	Regular
467,	1,	True	
479,	1,	True	
487,	1,	Regular
491,	1,	Regular
499,	1,	Regular
503,	1,	True	
509,	1,	True	
521,	1,	True	
523,	1,	True	
541,	1,	Regular
547,	1,	Regular
557,	1,	Regular
563,	1,	True	
569,	1,	Regular
571,	1,	Regular
577,	1,	True	
587,	1,	True	
593,	1,	True	
599,	1,	Regular
601,	1,	True	
607,	1,	True	
613,	1,	Regular
617,	1,	Regular
619,	1,	True	
631,	1,	Regular
641,	1,	Regular
643,	1,	True	
647,	1,	True	
653,	1,	Regular
659,	1,	Regular
661,	1,	True	
673,	1,	Regular
677,	1,	True	
683,	1,	Regular
691,	1,	True	
701,	1,	Regular
709,	1,	Regular
719,	1,	True	
727,	1,	True	
733,	1,	True	
739,	1,	Regular
743,	1,	Regular
751,	1,	Regular
757,	1,	Regular
761,	1,	True	
769,	1,	True	
773,	1,	True	
787,	1,	True	
797,	1,	True	
809,	1,	Regular
811,	1,	True	
821,	1,	Regular
823,	1,	Regular
827,	1,	Regular
829,	1,	True	
839,	1,	True	
853,	1,	True	
857,	1,	True	
859,	1,	True	
863,	1,	Regular
877,	1,	Regular
881,	1,	True	
883,	1,	Regular
887,	1,	True	
907,	1,	Regular
911,	1,	Regular
919,	1,	Regular
929,	1,	True	
937,	1,	True	
941,	1,	True	
947,	1,	Regular
953,	1,	Regular
967,	1,	Regular
971,	1,	True	
977,	1,	Regular
983,	1,	True	
991,	1,	Regular
997,	1,	True	
1009,	1,	Regular
1013,	1,	True	
1019,	1,	Regular
1021,	1,	True	
1031,	1,	Regular
1033,	1,	Regular
1039,	1,	True	
1049,	1,	True	
1051,	1,	Regular
1061,	1,	Regular
1063,	1,	True	
1069,	1,	True	
1087,	1,	Regular
1091,	1,	True	
1093,	1,	Regular
1097,	1,	True	
1103,	1,	Regular
1109,	1,	True	
1117,	1,	Regular
1123,	1,	True	
1129,	1,	Regular
1151,	1,	True	
1153,	1,	True	
1163,	1,	Regular
1171,	1,	Regular
1181,	1,	True	
1187,	1,	Regular
1193,	1,	True	
1201,	1,	Regular
1213,	1,	Regular
1217,	1,	True	
1223,	1,	True	
1229,	1,	Regular
1231,	1,	True	
1237,	1,	True	
1249,	1,	True	
1259,	1,	True	
1277,	1,	True	
1279,	1,	True	
1283,	1,	Regular
1289,	1,	Regular
1291,	1,	True	
1297,	1,	Regular
1301,	1,	True	
1303,	1,	Regular
1307,	1,	True	
1319,	1,	True	
1321,	1,	True	
1327,	1,	Regular
1361,	1,	True	
1367,	1,	Regular
1373,	1,	Regular
1381,	1,	Regular
1399,	1,	True	
1409,	1,	Regular
1423,	1,	Regular
1427,	1,	True	
1429,	1,	Regular
1433,	1,	True	
1439,	1,	Regular
1447,	1,	True	
1451,	1,	Regular
1453,	1,	Regular
1459,	1,	True	
1471,	1,	Regular
1481,	1,	Regular
1483,	1,	True	
1487,	1,	True	
1489,	1,	True	
1493,	1,	Regular
1499,	1,	Regular
1511,	1,	True	
1523,	1,	Regular
1531,	1,	True	
1543,	1,	True	
1549,	1,	Regular
1553,	1,	True	
1559,	1,	True	
1567,	1,	True	
1571,	1,	True	
1579,	1,	Regular
1583,	1,	Regular
1597,	1,	Regular
1601,	1,	True	
1607,	1,	Regular
1609,	1,	True	
1613,	1,	True	
1619,	1,	Regular
1621,	1,	Regular
1627,	1,	True	
1637,	1,	True	
1657,	1,	True	
1663,	1,	Regular
1667,	1,	Regular
1669,	1,	True	
1693,	1,	True	
1697,	1,	True	
1699,	1,	True	
1709,	1,	Regular
1721,	1,	True	
1723,	1,	Regular
1733,	1,	Regular
1741,	1,	True	
1747,	1,	Regular
1753,	1,	True	
1759,	1,	Regular
1777,	1,	True	
1783,	1,	True	
1787,	1,	Regular
1789,	1,	Regular
1801,	1,	Regular
1811,	1,	True	
1823,	1,	True	
1831,	1,	Regular
1847,	1,	True	
1861,	1,	True	
1867,	1,	True	
1871,	1,	Regular
1873,	1,	Regular
1877,	1,	Regular
1879,	1,	True	
1889,	1,	True	
1901,	1,	Regular
1907,	1,	True	
1913,	1,	Regular
1931,	1,	True	
1933,	1,	Regular
1949,	1,	True	
1951,	1,	True	
1973,	1,	True	
1979,	1,	True	
1987,	1,	True	
1993,	1,	True	
1997,	1,	Regular
1999,	1,	Regular
2003,	1,	Regular
2011,	1,	Regular
2017,	1,	Regular
2027,	1,	Regular
2029,	1,	True	
2039,	1,	Regular
2053,	1,	Regular
2063,	1,	True	
2069,	1,	Regular
2081,	1,	Regular
2083,	1,	Regular
2087,	1,	Regular
2089,	1,	True	
2099,	1,	True	
2111,	1,	Regular
2113,	1,	True	
2129,	1,	Regular
2131,	1,	True	
2137,	1,	Regular
2141,	1,	True	
2143,	1,	Regular
2153,	1,	Regular
2161,	1,	True	
2179,	1,	Regular
2203,	1,	True	
2207,	1,	Regular
2213,	1,	Regular
2221,	1,	Regular
2237,	1,	Regular
2239,	1,	True	
2243,	1,	True	
2251,	1,	Regular
2267,	1,	True	
2269,	1,	Regular
2273,	1,	True	
2281,	1,	True	
2287,	1,	True	
2293,	1,	Regular
2297,	1,	Regular
2309,	1,	True	
2311,	1,	Regular
2333,	1,	Regular
2339,	1,	Regular
2341,	1,	True	
2347,	1,	Regular
2351,	1,	True	
2357,	1,	True	
2371,	1,	True	
2377,	1,	Regular
2381,	1,	Regular
2383,	1,	True	
2389,	1,	Regular
2393,	1,	True	
2399,	1,	True	
2411,	1,	True	
2417,	1,	Regular
2423,	1,	Regular
2437,	1,	Regular
2441,	1,	True	
2447,	1,	Regular
2459,	1,	Regular
2467,	1,	True	
2473,	1,	Regular
2477,	1,	True	
2503,	1,	Regular
2521,	1,	Regular
2531,	1,	Regular
2539,	1,	True	
2543,	1,	Regular
2549,	1,	Regular
2551,	1,	True	
2557,	1,	Regular
2579,	1,	True	
2591,	1,	Regular
2593,	1,	True	
2609,	1,	True	
2617,	1,	True	
2621,	1,	True	
2633,	1,	Regular
2647,	1,	Regular
2657,	1,	Regular
2659,	1,	True	
2663,	1,	True	
2671,	1,	Regular
2677,	1,	True	
2683,	1,	Regular
2687,	1,	True	
2689,	1,	Regular
2693,	1,	True	
2699,	1,	Regular
2707,	1,	True	
2711,	1,	Regular
2713,	1,	Regular
2719,	1,	True	
2729,	1,	True	
2731,	1,	Regular
2741,	1,	Regular
2749,	1,	True	
2753,	1,	Regular
2767,	1,	Regular
2777,	1,	True	
2789,	1,	True	
2791,	1,	True	
2797,	1,	Regular
2801,	1,	Regular
2803,	1,	True	
2819,	1,	True	
2833,	1,	True	
2837,	1,	Regular
2843,	1,	Regular
2851,	1,	Regular
2857,	1,	Regular
2861,	1,	True	
2879,	1,	Regular
2887,	1,	True	
2897,	1,	True	
2903,	1,	True	
2909,	1,	Regular
2917,	1,	True	
2927,	1,	Regular
2939,	1,	True	
2953,	1,	True	
2957,	1,	True	
2963,	1,	Regular
2969,	1,	Regular
2971,	1,	True	
2999,	1,	True	
3001,	1,	True	
3011,	1,	Regular
3019,	1,	Regular
3023,	1,	True	
3037,	1,	True	
3041,	1,	True	
3049,	1,	Regular
3061,	1,	Regular
3067,	1,	Regular
3079,	1,	True	
3083,	1,	True	
3089,	1,	Regular
3109,	1,	Regular
3119,	1,	Regular
3121,	1,	True	
3137,	1,	Regular
3163,	1,	True	
3167,	1,	True	
3169,	1,	True	
3181,	1,	True	
3187,	1,	Regular
3191,	1,	True	
3203,	1,	Regular
3209,	1,	True	
3217,	1,	Regular
3221,	1,	Regular
3229,	1,	Regular
3251,	1,	True	
3253,	1,	True	
3257,	1,	Regular
3259,	1,	Regular
3271,	1,	Regular
3299,	1,	Regular
3301,	1,	Regular
3307,	1,	True	
3313,	1,	Regular
3319,	1,	Regular
3323,	1,	True	
3329,	1,	Regular
3331,	1,	True	
3343,	1,	Regular
3347,	1,	Regular
3359,	1,	True	
3361,	1,	Regular
3371,	1,	Regular
3373,	1,	True	
3389,	1,	Regular
3391,	1,	True	
3407,	1,	True	
3413,	1,	Regular
3433,	1,	True	
3449,	1,	True	
3457,	1,	True	
3461,	1,	True	
3463,	1,	True	
3467,	1,	Regular
3469,	1,	Regular
3491,	1,	True	
3499,	1,	True	
3511,	1,	Regular
3517,	1,	True	
3527,	1,	True	
3529,	1,	Regular
3533,	1,	True	
3539,	1,	Regular
3541,	1,	True	
3547,	1,	True	
3557,	1,	Regular
3559,	1,	True	
3571,	1,	Regular
3581,	1,	Regular
3583,	1,	True	
3593,	1,	Regular
3607,	1,	Regular
3613,	1,	Regular
3617,	1,	True	
3623,	1,	Regular
3631,	1,	True	
3637,	1,	Regular
3643,	1,	True	
3659,	1,	True	
3671,	1,	True	
3673,	1,	True	
3677,	1,	Regular
3691,	1,	Regular
3697,	1,	Regular
3701,	1,	True	
3709,	1,	True	
3719,	1,	Regular
3727,	1,	True	
3733,	1,	Regular
3739,	1,	Regular
3761,	1,	Regular
3767,	1,	Regular
3769,	1,	True	
3779,	1,	True	
3793,	1,	True	
3797,	1,	True	
3803,	1,	Regular
3821,	1,	True	
3823,	1,	Regular
3833,	1,	Regular
3847,	1,	Regular
3851,	1,	Regular
3853,	1,	True	
3863,	1,	True	
3877,	1,	True	
3881,	1,	True	
3889,	1,	Regular
3907,	1,	Regular
3911,	1,	True	
3917,	1,	Regular
3919,	1,	True	
3923,	1,	True	
3929,	1,	Regular
3931,	1,	Regular
3943,	1,	Regular
3947,	1,	True	
3967,	1,	True	
3989,	1,	True	
4001,	1,	Regular
4003,	1,	True	
4007,	1,	True	
4013,	1,	Regular
4019,	1,	Regular
4021,	1,	True	
4027,	1,	Regular
4049,	1,	True	
4051,	1,	True	
4057,	1,	Regular
4073,	1,	True	
4079,	1,	True	
4091,	1,	True	
4093,	1,	True	
4099,	1,	Regular
4111,	1,	Regular
4127,	1,	Regular
4129,	1,	True	
4133,	1,	True	
4139,	1,	Regular
4153,	1,	Regular
4157,	1,	True	
4159,	1,	Regular
4177,	1,	True	
4201,	1,	Regular
4211,	1,	Regular
4217,	1,	True	
4219,	1,	True	
4229,	1,	Regular
4231,	1,	True	
4241,	1,	True	
4243,	1,	Regular
4253,	1,	Regular
4259,	1,	True	
4261,	1,	True	
4271,	1,	Regular
4273,	1,	True	
4283,	1,	True	
4289,	1,	True	
4297,	1,	True	
4327,	1,	Regular
4337,	1,	Regular
4339,	1,	True	
4349,	1,	Regular
4357,	1,	True	
4363,	1,	Regular
4373,	1,	True	
4391,	1,	Regular
4397,	1,	Regular
4409,	1,	True	
4421,	1,	Regular
4423,	1,	True	
4441,	1,	True	
4447,	1,	Regular
4451,	1,	True	
4457,	1,	True	
4463,	1,	Regular
4481,	1,	Regular
4483,	1,	True	
4493,	1,	True	
4507,	1,	True	
4513,	1,	True	
4517,	1,	Regular
4519,	1,	Regular
4523,	1,	Regular
4547,	1,	Regular
4549,	1,	True	
4561,	1,	Regular
4567,	1,	True	
4583,	1,	True	
4591,	1,	True	
4597,	1,	True	
4603,	1,	Regular
4621,	1,	Regular
4637,	1,	True	
4639,	1,	True	
4643,	1,	Regular
4649,	1,	Regular
4651,	1,	True	
4657,	1,	Regular
4663,	1,	Regular
4673,	1,	Regular
4679,	1,	True	
4691,	1,	Regular
4703,	1,	True	
4721,	1,	True	
4723,	1,	True	
4729,	1,	Regular
4733,	1,	Regular
4751,	1,	True	
4759,	1,	True	
4783,	1,	Regular
4787,	1,	True	
4789,	1,	Regular
4793,	1,	True	
4799,	1,	Regular
4801,	1,	True	
4813,	1,	Regular
4817,	1,	Regular
4831,	1,	Regular
4861,	1,	True	
4871,	1,	True	
4877,	1,	True	
4889,	1,	True	
4903,	1,	True	
4909,	1,	Regular
4919,	1,	True	
4931,	1,	True	
4933,	1,	True	
4937,	1,	Regular
4943,	1,	Regular
4951,	1,	Regular
4957,	1,	Regular
4967,	1,	Regular
4969,	1,	True	
4973,	1,	True	
4987,	1,	True	
4993,	1,	Regular
4999,	1,	Regular
5003,	1,	True	
5009,	1,	Regular
5011,	1,	True	
5021,	1,	Regular
5023,	1,	Regular
5039,	1,	True	
5051,	1,	Regular
5059,	1,	True	
5077,	1,	Regular
5081,	1,	True	
5087,	1,	True	
5099,	1,	True	
5101,	1,	True	
5107,	1,	Regular
5113,	1,	True	
5119,	1,	Regular
5147,	1,	Regular
5153,	1,	Regular
5167,	1,	Regular
5171,	1,	True	
5179,	1,	True	
5189,	1,	Regular
5197,	1,	True	
5209,	1,	Regular
5227,	1,	True	
5231,	1,	Regular
5233,	1,	Regular
5237,	1,	Regular
5261,	1,	Regular
5273,	1,	Regular
5279,	1,	Regular
5281,	1,	True	
5297,	1,	True	
5303,	1,	Regular
5309,	1,	True	
5323,	1,	True	
5333,	1,	True	
5347,	1,	True	
5351,	1,	True	
5381,	1,	True	
5387,	1,	Regular
5393,	1,	True	
5399,	1,	Regular
5407,	1,	True	
5413,	1,	Regular
5417,	1,	True	
5419,	1,	Regular
5431,	1,	True	
5437,	1,	True	
5441,	1,	Regular
5443,	1,	Regular
5449,	1,	True	
5471,	1,	Regular
5477,	1,	True	
5479,	1,	True	
5483,	1,	Regular
5501,	1,	True	
5503,	1,	Regular
5507,	1,	True	
5519,	1,	True	
5521,	1,	True	
5527,	1,	Regular
5531,	1,	Regular
5557,	1,	True	
5563,	1,	True	
5569,	1,	Regular
5573,	1,	Regular
5581,	1,	Regular
5591,	1,	True	
5623,	1,	Regular
5639,	1,	Regular
5641,	1,	True	
5647,	1,	True	
5651,	1,	Regular
5653,	1,	Regular
5657,	1,	Regular
5659,	1,	True	
5669,	1,	True	
5683,	1,	True	
5689,	1,	True	
5693,	1,	Regular
5701,	1,	True	
5711,	1,	True	
5717,	1,	True	
5737,	1,	Regular
5741,	1,	Regular
5743,	1,	True	
5749,	1,	Regular
5779,	1,	Regular
5783,	1,	Regular
5791,	1,	Regular
5801,	1,	True	
5807,	1,	Regular
5813,	1,	True	
5821,	1,	Regular
5827,	1,	True	
5839,	1,	Regular
5843,	1,	True	
5849,	1,	Regular
5851,	1,	True	
5857,	1,	True	
5861,	1,	Regular
5867,	1,	Regular
5869,	1,	True	
5879,	1,	True	
5881,	1,	Regular
5897,	1,	True	
5903,	1,	Regular
5923,	1,	Regular
5927,	1,	True	
5939,	1,	True	
5953,	1,	True	
5981,	1,	True	
5987,	1,	Regular
6007,	1,	Regular
6011,	1,	True	
6029,	1,	Regular
6037,	1,	True	
6043,	1,	Regular
6047,	1,	True	
6053,	1,	True	
6067,	1,	True	
6073,	1,	Regular
6079,	1,	True	
6089,	1,	True	
6091,	1,	Regular
6101,	1,	Regular
6113,	1,	Regular
6121,	1,	True	
6131,	1,	True	
6133,	1,	Regular
6143,	1,	Regular
6151,	1,	True	
6163,	1,	True	
6173,	1,	True	
6197,	1,	Regular
6199,	1,	Regular
6203,	1,	Regular
6211,	1,	Regular
6217,	1,	Regular
6221,	1,	True	
6229,	1,	True	
6247,	1,	True	
6257,	1,	True	
6263,	1,	True	
6269,	1,	Regular
6271,	1,	True	
6277,	1,	True	
6287,	1,	Regular
6299,	1,	True	
6301,	1,	Regular
6311,	1,	Regular
6317,	1,	True	
6323,	1,	Regular
6329,	1,	Regular
6337,	1,	Regular
6343,	1,	Regular
6353,	1,	Regular
6359,	1,	True	
6361,	1,	True	
6367,	1,	Regular
6373,	1,	True	
6379,	1,	Regular
6389,	1,	True	
6397,	1,	True	
6421,	1,	Regular
6427,	1,	Regular
6449,	1,	Regular
6451,	1,	Regular
6469,	1,	Regular
6473,	1,	True	
6481,	1,	True	
6491,	1,	Regular
6521,	1,	Regular
6529,	1,	True	
6547,	1,	Regular
6551,	1,	True	
6553,	1,	Regular
6563,	1,	Regular
6569,	1,	True	
6571,	1,	True	
6577,	1,	Regular
6581,	1,	Regular
6599,	1,	True	
6607,	1,	True	
6619,	1,	Regular
6637,	1,	Regular
6653,	1,	True	
6659,	1,	Regular
6661,	1,	Regular
6673,	1,	Regular
6679,	1,	Regular
6689,	1,	Regular
6691,	1,	True	
6701,	1,	Regular
6703,	1,	Regular
6709,	1,	True	
6719,	1,	True	
6733,	1,	True	
6737,	1,	True	
6761,	1,	True	
6763,	1,	Regular
6779,	1,	True	
6781,	1,	True	
6791,	1,	Regular
6793,	1,	True	
6803,	1,	True	
6823,	1,	True	
6827,	1,	Regular
6829,	1,	Regular
6833,	1,	Regular
6841,	1,	Regular
6857,	1,	Regular
6863,	1,	True	
6869,	1,	Regular
6871,	1,	Regular
6883,	1,	Regular
6899,	1,	Regular
6907,	1,	True	
6911,	1,	Regular
6917,	1,	Regular
6947,	1,	True	
6949,	1,	True	
6959,	1,	Regular
6961,	1,	True	
6967,	1,	Regular
6971,	1,	True	
6977,	1,	True	
6983,	1,	Regular
6991,	1,	True	
6997,	1,	Regular
7001,	1,	Regular
7013,	1,	True	
7019,	1,	True	
7027,	1,	True	
7039,	1,	Regular
7043,	1,	Regular
7057,	1,	Regular
7069,	1,	True	
7079,	1,	Regular
7103,	1,	True	
7109,	1,	Regular
7121,	1,	Regular
7127,	1,	Regular
7129,	1,	True	
7151,	1,	Regular
7159,	1,	True	
7177,	1,	Regular
7187,	1,	True	
7193,	1,	Regular
7207,	1,	Regular
7211,	1,	Regular
7213,	1,	True	
7219,	1,	Regular
7229,	1,	True	
7237,	1,	True	
7243,	1,	True	
7247,	1,	Regular
7253,	1,	Regular
7283,	1,	True	
7297,	1,	True	
7307,	1,	True	
7309,	1,	Regular
7321,	1,	True	
7331,	1,	Regular
7333,	1,	Regular
7349,	1,	True	
7351,	1,	Regular
7369,	1,	True	
7393,	1,	Regular
7411,	1,	True	
7417,	1,	Regular
7433,	1,	True	
7451,	1,	True	
7457,	1,	Regular
7459,	1,	Regular
7477,	1,	Regular
7481,	1,	True	
7487,	1,	Regular
7489,	1,	True	
7499,	1,	Regular
7507,	1,	True	
7517,	1,	True	
7523,	1,	True	
7529,	1,	Regular
7537,	1,	True	
7541,	1,	Regular
7547,	1,	Regular
7549,	1,	True	
7559,	1,	True	
7561,	1,	Regular
7573,	1,	True	
7577,	1,	True	
7583,	1,	Regular
7589,	1,	Regular
7591,	1,	True	
7603,	1,	Regular
7607,	1,	True	
7621,	1,	True	
7639,	1,	Regular
7643,	1,	True	
7649,	1,	True	
7669,	1,	Regular
7673,	1,	Regular
7681,	1,	Regular
7687,	1,	Regular
7691,	1,	True	
7699,	1,	True	
7703,	1,	True	
7717,	1,	True	
7723,	1,	Regular
7727,	1,	True	
7741,	1,	True	
7753,	1,	Regular
7757,	1,	Regular
7759,	1,	True	
7789,	1,	True	
7793,	1,	Regular
7817,	1,	True	
7823,	1,	Regular
7829,	1,	True	
7841,	1,	Regular
7853,	1,	True	
7867,	1,	True	
7873,	1,	True	
7877,	1,	Regular
7879,	1,	Regular
7883,	1,	Regular
7901,	1,	True	
7907,	1,	Regular
7919,	1,	Regular
7927,	1,	True	
7933,	1,	Regular
7937,	1,	True	
7949,	1,	Regular
7951,	1,	True	
7963,	1,	Regular
7993,	1,	True	
8009,	1,	Regular
8011,	1,	True	
8017,	1,	Regular
8039,	1,	True	
8053,	1,	True	
8059,	1,	Regular
8069,	1,	True	
8081,	1,	True	
8087,	1,	Regular
8089,	1,	Regular
8093,	1,	Regular
8101,	1,	Regular
8111,	1,	True	
8117,	1,	Regular
8123,	1,	True	
8147,	1,	True	
8161,	1,	True	
8167,	1,	True	
8171,	1,	Regular
8179,	1,	True	
8191,	1,	Regular
8209,	1,	True	
8219,	1,	Regular
8221,	1,	True	
8231,	1,	True	
8233,	1,	Regular
8237,	1,	True	
8243,	1,	Regular
8263,	1,	True	
8269,	1,	Regular
8273,	1,	True	
8287,	1,	True	
8291,	1,	True	
8293,	1,	True	
8297,	1,	Regular
8311,	1,	Regular
8317,	1,	Regular
8329,	1,	True	
8353,	1,	Regular
8363,	1,	True	
8369,	1,	Regular
8377,	1,	True	
8387,	1,	Regular
8389,	1,	True	
8419,	1,	True	
8423,	1,	Regular
8429,	1,	Regular
8431,	1,	True	
8443,	1,	Regular
8447,	1,	True	
8461,	1,	True	
8467,	1,	Regular
8501,	1,	True	
8513,	1,	Regular
8521,	1,	Regular
8527,	1,	Regular
8537,	1,	Regular
8539,	1,	True	
8543,	1,	True	
8563,	1,	Regular
8573,	1,	True	
8581,	1,	True	
8597,	1,	Regular
8599,	1,	True	
8609,	1,	True	
8623,	1,	True	
8627,	1,	True	
